frq,I,Q,Mdiv,Ref,dac,Kdiv,I_offset,Q_offset,Z_real,Z_imag,Z_mag,Z_angle
131328.0,-1264.0,-16111.0,1082130432,32768,128,1,-1356.891156462585,-17399.190476190477,-0.5673713979476602,-1416.5026778368049,1416.502791465355,-90.02294946934376
131328.0,-819.0,-16382.0,1082130432,32768,128,1,-911.8911564625851,-17670.190476190477,14.627507629462773,-1490.0599028935774,1490.131698270548,-89.4375611812375
131328.0,-29.0,-16166.0,1082130432,32768,128,1,-121.89115646258503,-17454.190476190477,39.85224718977646,-1557.8865699985588,1558.396216174805,-88.53463805384254
131328.0,-1164.0,-16824.0,1082130432,32768,128,1,-1256.891156462585,-18112.190476190477,4.4846509335436195,-1491.739236378101,1491.7459775189325,-89.82775086240834
131328.0,34.0,-17609.0,1082130432,32768,128,1,-58.89115646258503,-18897.190476190477,45.53050385343423,-1694.7555438310196,1695.367034045172,-88.46108875456136
131328.0,270.0,-17616.0,1082130432,32768,128,1,177.10884353741497,-18904.190476190477,53.245600768143305,-1721.4570260926885,1722.280286911815,-88.22837524758116
131328.0,-785.0,-16164.0,1082130432,32768,128,1,-877.8911564625851,-17452.190476190477,15.189068702708113,-1474.190004592746,1474.2682515231804,-89.40968346339024
131328.0,-399.0,-15419.0,1082130432,32768,128,1,-491.89115646258506,-16707.190476190477,25.908365538355362,-1449.7617609524143,1449.9932437514026,-88.9761890237225
131328.0,-137.0,-17652.0,1082130432,32768,128,1,-229.89115646258503,-18940.190476190477,40.06103781866295,-1679.7360744880452,1680.2137264906557,-88.63377742713915
131328.0,-951.0,-16149.0,1082130432,32768,128,1,-1043.891156462585,-17437.190476190477,9.737046214146105,-1454.501314924401,1454.5339065095004,-89.61644357865582
131328.0,-629.0,-16179.0,1082130432,32768,128,1,-721.8911564625851,-17467.190476190477,20.31492510085506,-1492.7739785073209,1492.9122034099757,-89.22031892381435
131328.0,-658.0,-17547.0,1082130432,32768,128,1,-750.8911564625851,-18835.190476190477,22.804126794334437,-1612.7275266263146,1612.8887448727153,-89.189885997845
131328.0,-1483.0,-16836.0,1082130432,32768,128,1,-1575.891156462585,-18124.190476190477,-5.889915040559316,-1457.5791303574285,1457.5910305544223,-90.2315246079574
131328.0,-327.0,-18034.0,1082130432,32768,128,1,-419.89115646258506,-19322.190476190477,34.82309397348943,-1693.1368695329875,1693.4949385356458,-88.82175204531
131328.0,-598.0,-16766.0,1082130432,32768,128,1,-690.8911564625851,-18054.190476190477,22.80001215203792,-1549.0445698392523,1549.2123546830524,-89.15673817876899
131328.0,-30.0,-16316.0,1082130432,32768,128,1,-122.89115646258503,-17604.190476190477,40.19628445745459,-1571.2801799807398,1571.7942439405008,-88.53458646301634
131328.0,-906.0,-16501.0,1082130432,32768,128,1,-998.8911564625851,-17789.190476190477,12.088674718382627,-1491.1621138714372,1491.2111137937445,-89.53552007400364
131328.0,-275.0,-17435.0,1082130432,32768,128,1,-367.89115646258506,-18723.190476190477,35.015053162614024,-1644.955092432746,1645.3277211754514,-88.78056741686228
131328.0,689.0,-17638.0,1082130432,32768,128,1,596.1088435374149,-18926.190476190477,66.96720252511999,-1769.7252148041118,1770.9917961773567,-87.83293573494893
131328.0,-20.0,-16317.0,1082130432,32768,128,1,-112.89115646258503,-17605.190476190477,40.52496157371445,-1572.474922944894,1572.9970298131848,-88.52373135606118
131328.0,-1793.0,-16596.0,1082130432,32768,128,1,-1885.891156462585,-17884.190476190477,-16.603710046177675,-1401.7264114984523,1401.8247450660963,-90.67864742576765
131328.0,-1219.0,-16525.0,1082130432,32768,128,1,-1311.891156462585,-17813.190476190477,1.939940708666306,-1458.7451638276316,1458.746453761056,-89.92380413498991
131328.0,-772.0,-16544.0,1082130432,32768,128,1,-864.8911564625851,-17832.190476190477,16.567274441270765,-1509.836475018461,1509.927367749384,-89.37132475958256
131328.0,1012.0,-17740.0,1082130432,32768,128,1,919.1088435374149,-19028.190476190477,77.75849188169586,-1814.590309110036,1816.2555913130102,-87.54627291441722
131328.0,-989.0,-16160.0,1082130432,32768,128,1,-1081.891156462585,-17448.190476190477,8.52523635486164,-1451.293694374294,1451.3187337678423,-89.66343515021904
131328.0,-1058.0,-16630.0,1082130432,32768,128,1,-1150.891156462585,-17918.190476190477,7.454872478052565,-1485.9839445536263,1486.0026442085555,-89.71256139877383
131328.0,-97.0,-15820.0,1082130432,32768,128,1,-189.89115646258503,-17108.190476190477,36.765502832654086,-1519.2250880801532,1519.6698886438091,-88.61370307747387
131328.0,-539.0,-16263.0,1082130432,32768,128,1,-631.8911564625851,-17551.190476190477,23.461346085553622,-1510.2787059634875,1510.46092450182,-89.11001327582431
131328.0,-1.0,-17414.0,1082130432,32768,128,1,-93.89115646258503,-18702.190476190477,43.89927249724599,-1673.333732667998,1673.909473959211,-88.49721177322962
131328.0,858.0,-17291.0,1082130432,32768,128,1,765.1088435374149,-18579.190476190477,71.60808348498979,-1757.1554690396815,1758.6139599117414,-87.66635790975293
131328.0,-1309.0,-15986.0,1082130432,32768,128,1,-1401.891156462585,-17274.190476190477,-2.3489970354151453,-1400.2780556468726,1400.2800258924135,-90.09611483192838
