I,Q
23.101408366967704,-9.886132997173604
22.10437733995159,-10.431936778366236
22.314820341989517,-10.320242348060605
22.488336268952775,-10.228762872613956
22.456443006255252,-10.236867000450172
22.428118473402105,-10.25354206997226
22.431687203246476,-10.262113011658128
22.431687203246476,-10.262113011658128
22.41594720133621,-10.24851101362329
22.427066649746305,-10.238915714775004
22.436721015623625,-10.250002184635358
22.42560156721353,-10.259597483483644
22.422032837369155,-10.251026541797774
22.433152285779254,-10.241431242949488
22.43063537959068,-10.247486656460874
22.416999024992005,-10.263137368820544
22.410913388959056,-10.26062184064606
22.409861565303256,-10.245995485448804
22.42454974355773,-10.24497112828639
22.440289745468004,-10.25857312632123
22.452461017533903,-10.2636041826702
22.43420410943505,-10.256057598146745
22.422032837369155,-10.251026541797774
22.40734465911468,-10.25205089896019
22.398742116893157,-10.25559078429709
22.404827752926103,-10.258106312471575
22.410913388959056,-10.26062184064606
22.41594720133621,-10.24851101362329
22.40734465911468,-10.25205089896019
22.40839648277048,-10.266677254157443
22.416999024992005,-10.263137368820544
22.428118473402105,-10.25354206997226
22.44280665165658,-10.252517712809844
22.44280665165658,-10.252517712809844
22.42560156721353,-10.259597483483644
22.403775929270303,-10.24347995727432
22.40629283545888,-10.237424543762934
22.41951593118058,-10.25708195530916
22.423084661024955,-10.265652896995029
22.43420410943505,-10.256057598146745
22.451409193878103,-10.248977827472944
22.448892287689528,-10.255033240984329
22.44280665165658,-10.252517712809844
22.440289745468004,-10.25857312632123
22.43420410943505,-10.256057598146745
22.423497919901926,-10.230344773089133
22.420981013713355,-10.236400186600518
22.428118473402105,-10.25354206997226
22.436721015623625,-10.250002184635358
22.432100462123454,-10.226804887752234
22.419929190057555,-10.221773831403263
22.40629283545888,-10.237424543762934
22.403775929270303,-10.24347995727432
22.41594720133621,-10.24851101362329
22.41951593118058,-10.25708195530916
22.416999024992005,-10.263137368820544
22.41594720133621,-10.24851101362329
22.4392379218122,-10.243946771123971
22.451409193878103,-10.248977827472944
22.428118473402105,-10.25354206997226
22.41951593118058,-10.25708195530916
22.436721015623625,-10.250002184635358
22.465045548476777,-10.233327115113273
22.470079360853926,-10.221216288090504
22.450357370222303,-10.234351472275687
22.427066649746305,-10.238915714775004
22.423497919901926,-10.230344773089133
22.41846410752478,-10.242455600111905
22.41846410752478,-10.242455600111905
22.423497919901926,-10.230344773089133
22.429583555934876,-10.23286030126362
22.428118473402105,-10.25354206997226
22.43420410943505,-10.256057598146745
22.4392379218122,-10.243946771123971
22.433152285779254,-10.241431242949488
22.42454974355773,-10.24497112828639
22.42454974355773,-10.24497112828639
22.429583555934876,-10.23286030126362
22.428531732279076,-10.218233946066364
22.426014826090505,-10.224289359577748
22.433152285779254,-10.241431242949488
22.433152285779254,-10.241431242949488
22.427066649746305,-10.238915714775004
22.42454974355773,-10.24497112828639
22.43420410943505,-10.256057598146745
22.441754828000775,-10.237891357612588
22.420981013713355,-10.236400186600518
22.40020719942593,-10.23490901558845
22.41237847149183,-10.23994007193742
22.43063537959068,-10.247486656460874
22.43420410943505,-10.256057598146745
22.429170297057905,-10.268168425169511
22.440289745468004,-10.25857312632123
22.44427173418935,-10.231835944101205
22.44070300434498,-10.223265002415332
22.423497919901926,-10.230344773089133
22.41237847149183,-10.23994007193742
22.41594720133621,-10.24851101362329
22.410913388959056,-10.26062184064606
22.40734465911468,-10.25205089896019
22.41846410752478,-10.242455600111905
22.41846410752478,-10.242455600111905
22.435669191967825,-10.235375829438103
22.438186098156404,-10.229320415926718
22.420981013713355,-10.236400186600518
22.41343029514763,-10.254566427134677
22.416999024992005,-10.263137368820544
22.41594720133621,-10.24851101362329
22.422032837369155,-10.251026541797774
22.416999024992005,-10.263137368820544
22.399793940548957,-10.270217139494346
22.387622668483058,-10.265186083145377
22.38657084482726,-10.25055972794812
22.41237847149183,-10.23994007193742
22.43063537959068,-10.247486656460874
22.428118473402105,-10.25354206997226
22.43063537959068,-10.247486656460874
22.433152285779254,-10.241431242949488
22.41951593118058,-10.25708195530916
22.416999024992005,-10.263137368820544
22.428118473402105,-10.25354206997226
22.428118473402105,-10.25354206997226
22.422032837369155,-10.251026541797774
22.428118473402105,-10.25354206997226
22.42560156721353,-10.259597483483644
22.41951593118058,-10.25708195530916
22.422032837369155,-10.251026541797774
22.423497919901926,-10.230344773089133
22.426014826090505,-10.224289359577748
22.42454974355773,-10.24497112828639
22.435255933090858,-10.270683953344
22.441341569123807,-10.273199481518484
22.43777283927943,-10.264628539832614
22.431687203246476,-10.262113011658128
22.431687203246476,-10.262113011658128
22.440289745468004,-10.25857312632123
22.43777283927943,-10.264628539832614
22.422032837369155,-10.251026541797774
22.427066649746305,-10.238915714775004
22.433152285779254,-10.241431242949488
22.436721015623625,-10.250002184635358
22.43063537959068,-10.247486656460874
22.422032837369155,-10.251026541797774
22.404827752926103,-10.258106312471575
22.404827752926103,-10.258106312471575
22.422032837369155,-10.251026541797774
22.428118473402105,-10.25354206997226
22.42560156721353,-10.259597483483644
22.41951593118058,-10.25708195530916
22.398742116893157,-10.25559078429709
22.40125902308173,-10.249535370785704
22.40629283545888,-10.237424543762934
22.397690293237357,-10.240964429099837
22.404827752926103,-10.258106312471575
22.41343029514763,-10.254566427134677
22.41594720133621,-10.24851101362329
22.40125902308173,-10.249535370785704
22.40734465911468,-10.25205089896019
22.42560156721353,-10.259597483483644
22.429170297057905,-10.268168425169511
22.429170297057905,-10.268168425169511
22.431687203246476,-10.262113011658128
22.428118473402105,-10.25354206997226
22.41846410752478,-10.242455600111905
22.420981013713355,-10.236400186600518
22.429583555934876,-10.23286030126362
22.429583555934876,-10.23286030126362
22.41846410752478,-10.242455600111905
22.41951593118058,-10.25708195530916
22.43273902690228,-10.276739366855384
22.43777283927943,-10.264628539832614
22.42560156721353,-10.259597483483644
22.416999024992005,-10.263137368820544
22.423084661024955,-10.265652896995029
22.428118473402105,-10.25354206997226
22.433152285779254,-10.241431242949488
22.41237847149183,-10.23994007193742
22.40629283545888,-10.237424543762934
22.41489537768041,-10.233884658426032
22.42454974355773,-10.24497112828639
22.43063537959068,-10.247486656460874
22.43063537959068,-10.247486656460874
22.43420410943505,-10.256057598146745
22.43420410943505,-10.256057598146745
22.42560156721353,-10.259597483483644
22.41343029514763,-10.254566427134677
22.404827752926103,-10.258106312471575
22.41343029514763,-10.254566427134677
22.428118473402105,-10.25354206997226
22.43420410943505,-10.256057598146745
22.44280665165658,-10.252517712809844
22.44385847531238,-10.2671440680071
22.42665339086933,-10.274223838680898
22.40839648277048,-10.266677254157443
22.40839648277048,-10.266677254157443
22.41448211880343,-10.26919278233193
22.410913388959056,-10.26062184064606
22.41237847149183,-10.23994007193742
22.41846410752478,-10.242455600111905
22.41951593118058,-10.25708195530916
22.40734465911468,-10.25205089896019
22.409861565303256,-10.245995485448804
22.41343029514763,-10.254566427134677
22.41594720133621,-10.24851101362329
22.420981013713355,-10.236400186600518
22.427066649746305,-10.238915714775004
22.42560156721353,-10.259597483483644
22.416999024992005,-10.263137368820544
22.41448211880343,-10.26919278233193
22.429170297057905,-10.268168425169511
22.440289745468004,-10.25857312632123
22.428118473402105,-10.25354206997226
22.41951593118058,-10.25708195530916
22.41237847149183,-10.23994007193742
22.403775929270303,-10.24347995727432
22.41343029514763,-10.254566427134677
22.423084661024955,-10.265652896995029
22.41951593118058,-10.25708195530916
22.41846410752478,-10.242455600111905
22.41594720133621,-10.24851101362329
22.41951593118058,-10.25708195530916
22.422032837369155,-10.251026541797774
22.42454974355773,-10.24497112828639
22.42454974355773,-10.24497112828639
22.42560156721353,-10.259597483483644
22.43420410943505,-10.256057598146745
22.43420410943505,-10.256057598146745
22.42560156721353,-10.259597483483644
22.42560156721353,-10.259597483483644
22.43420410943505,-10.256057598146745
22.43420410943505,-10.256057598146745
22.446375381500953,-10.261088654495714
22.452461017533903,-10.2636041826702
22.43777283927943,-10.264628539832614
22.41951593118058,-10.25708195530916
22.40734465911468,-10.25205089896019
22.40231084673753,-10.26416172598296
22.405879576581903,-10.27273266766883
22.42560156721353,-10.259597483483644
22.4392379218122,-10.243946771123971
22.44427173418935,-10.231835944101205
22.441754828000775,-10.237891357612588
22.43063537959068,-10.247486656460874
22.436721015623625,-10.250002184635358
22.451409193878103,-10.248977827472944
22.448892287689528,-10.255033240984329
22.440289745468004,-10.25857312632123
22.43777283927943,-10.264628539832614
22.446375381500953,-10.261088654495714
22.440289745468004,-10.25857312632123
22.423084661024955,-10.265652896995029
22.416999024992005,-10.263137368820544
22.42560156721353,-10.259597483483644
22.428118473402105,-10.25354206997226
22.42560156721353,-10.259597483483644
22.410913388959056,-10.26062184064606
22.404827752926103,-10.258106312471575
22.41951593118058,-10.25708195530916
22.43420410943505,-10.256057598146745
22.440289745468004,-10.25857312632123
22.436721015623625,-10.250002184635358
22.42454974355773,-10.24497112828639
22.420981013713355,-10.236400186600518
22.420981013713355,-10.236400186600518
22.41846410752478,-10.242455600111905
22.428118473402105,-10.25354206997226
22.429170297057905,-10.268168425169511
22.42665339086933,-10.274223838680898
22.435255933090858,-10.270683953344
22.429170297057905,-10.268168425169511
22.41951593118058,-10.25708195530916
22.420981013713355,-10.236400186600518
22.41237847149183,-10.23994007193742
22.40734465911468,-10.25205089896019
22.40231084673753,-10.26416172598296
22.405879576581903,-10.27273266766883
22.399793940548957,-10.270217139494346
22.404827752926103,-10.258106312471575
22.431687203246476,-10.262113011658128
22.449944111345328,-10.269659596181585
22.45497792372248,-10.257548769158817
22.448892287689528,-10.255033240984329
22.436721015623625,-10.250002184635358
22.433152285779254,-10.241431242949488
22.422032837369155,-10.251026541797774
22.423084661024955,-10.265652896995029
22.442393392779607,-10.28782583671574
22.43882466293523,-10.279254895029869
22.41343029514763,-10.254566427134677
22.409861565303256,-10.245995485448804
22.42454974355773,-10.24497112828639
22.42454974355773,-10.24497112828639
22.422032837369155,-10.251026541797774
22.41343029514763,-10.254566427134677
22.410913388959056,-10.26062184064606
22.416999024992005,-10.263137368820544
22.43777283927943,-10.264628539832614
22.43777283927943,-10.264628539832614
22.43777283927943,-10.264628539832614
22.446375381500953,-10.261088654495714
22.448892287689528,-10.255033240984329
22.436721015623625,-10.250002184635358
22.42454974355773,-10.24497112828639
22.41594720133621,-10.24851101362329
22.410913388959056,-10.26062184064606
22.404827752926103,-10.258106312471575
22.404827752926103,-10.258106312471575
22.40839648277048,-10.266677254157443
22.405879576581903,-10.27273266766883
22.40839648277048,-10.266677254157443
22.41448211880343,-10.26919278233193
22.42665339086933,-10.274223838680898
22.431687203246476,-10.262113011658128
22.446375381500953,-10.261088654495714
22.453512841189703,-10.278230537867454
22.435255933090858,-10.270683953344
22.40734465911468,-10.25205089896019
22.395173387048786,-10.24701984261122
22.410913388959056,-10.26062184064606
22.423084661024955,-10.265652896995029
22.42454974355773,-10.24497112828639
22.420981013713355,-10.236400186600518
22.41846410752478,-10.242455600111905
22.431687203246476,-10.262113011658128
22.43777283927943,-10.264628539832614
22.43420410943505,-10.256057598146745
22.428118473402105,-10.25354206997226
22.43420410943505,-10.256057598146745
22.431687203246476,-10.262113011658128
22.423084661024955,-10.265652896995029
22.404827752926103,-10.258106312471575
22.409861565303256,-10.245995485448804
22.423497919901926,-10.230344773089133
22.43461736831203,-10.220749474240847
22.433152285779254,-10.241431242949488
22.428118473402105,-10.25354206997226
22.41951593118058,-10.25708195530916
22.422032837369155,-10.251026541797774
22.428118473402105,-10.25354206997226
22.41343029514763,-10.254566427134677
22.41343029514763,-10.254566427134677
22.41951593118058,-10.25708195530916
22.422032837369155,-10.251026541797774
22.404827752926103,-10.258106312471575
22.411965212614856,-10.275248195843314
22.435255933090858,-10.270683953344
22.43420410943505,-10.256057598146745
22.416999024992005,-10.263137368820544
22.40839648277048,-10.266677254157443
22.42056775483638,-10.271708310506414
22.431687203246476,-10.262113011658128
22.436721015623625,-10.250002184635358
22.43063537959068,-10.247486656460874
22.43420410943505,-10.256057598146745
22.435255933090858,-10.270683953344
22.431687203246476,-10.262113011658128
22.435669191967825,-10.235375829438103
22.438186098156404,-10.229320415926718
22.447840464033728,-10.240406885787072
22.44280665165658,-10.252517712809844
22.436721015623625,-10.250002184635358
22.43063537959068,-10.247486656460874
22.41951593118058,-10.25708195530916
22.41448211880343,-10.26919278233193
22.411965212614856,-10.275248195843314
22.41951593118058,-10.25708195530916
22.427066649746305,-10.238915714775004
22.4392379218122,-10.243946771123971
22.43777283927943,-10.264628539832614
22.424136484680755,-10.280279252192283
22.40336267039333,-10.278788081180217
22.41448211880343,-10.26919278233193
22.440289745468004,-10.25857312632123
22.448892287689528,-10.255033240984329
22.446375381500953,-10.261088654495714
22.43420410943505,-10.256057598146745
22.43063537959068,-10.247486656460874
22.41846410752478,-10.242455600111905
22.422032837369155,-10.251026541797774
22.43777283927943,-10.264628539832614
22.435255933090858,-10.270683953344
22.42056775483638,-10.271708310506414
22.429170297057905,-10.268168425169511
22.43777283927943,-10.264628539832614
22.435255933090858,-10.270683953344
22.429170297057905,-10.268168425169511
22.423084661024955,-10.265652896995029
22.41951593118058,-10.25708195530916
22.41951593118058,-10.25708195530916
22.418050848647805,-10.2777637240178
22.435255933090858,-10.270683953344
22.42560156721353,-10.259597483483644
22.42560156721353,-10.259597483483644
22.447427205156757,-10.27571500969297
22.447427205156757,-10.27571500969297
22.423084661024955,-10.265652896995029
22.41951593118058,-10.25708195530916
22.436721015623625,-10.250002184635358
