frq I Q Mdiv Clk DAC Kdiv
4104.00 8787.00 -9647.00 1082130432 32768 128 32
131328.00 583.00 -1332.00 1082130432 32768 128 1
4104.00 7887.00 -8723.00 1082130432 32768 128 32
131328.00 1338.00 -2138.00 1082130432 32768 128 1
4104.00 7637.00 -8467.00 1082130432 32768 128 32
131328.00 -208.00 -587.00 1082130432 32768 128 1
4104.00 8237.00 -8973.00 1082130432 32768 128 32
131328.00 122.00 -909.00 1082130432 32768 128 1
4104.00 8333.00 -9074.00 1082130432 32768 128 32
131328.00 1344.00 -2070.00 1082130432 32768 128 1
4104.00 8412.00 -9203.00 1082130432 32768 128 32
131328.00 654.00 -1443.00 1082130432 32768 128 1
4104.00 8229.00 -9008.00 1082130432 32768 128 32
131328.00 1231.00 -1985.00 1082130432 32768 128 1
4104.00 6799.00 -7591.00 1082130432 32768 128 32
131328.00 1269.00 -2046.00 1082130432 32768 128 1
4104.00 7109.00 -7881.00 1082130432 32768 128 32
131328.00 446.00 -1201.00 1082130432 32768 128 1
4104.00 7051.00 -7835.00 1082130432 32768 128 32
131328.00 405.00 -1165.00 1082130432 32768 128 1
4104.00 7262.00 -8071.00 1082130432 32768 128 32
131328.00 1519.00 -2310.00 1082130432 32768 128 1
4104.00 9222.00 -10097.00 1082130432 32768 128 32
131328.00 511.00 -1282.00 1082130432 32768 128 1
4104.00 8202.00 -8997.00 1082130432 32768 128 32
131328.00 1136.00 -1911.00 1082130432 32768 128 1
4104.00 9246.00 -10148.00 1082130432 32768 128 32
131328.00 1317.00 -2113.00 1082130432 32768 128 1
4104.00 7664.00 -8460.00 1082130432 32768 128 32
131328.00 727.00 -1497.00 1082130432 32768 128 1
4104.00 8683.00 -9526.00 1082130432 32768 128 32
131328.00 820.00 -1603.00 1082130432 32768 128 1
4104.00 8937.00 -9783.00 1082130432 32768 128 32
131328.00 677.00 -1441.00 1082130432 32768 128 1
4104.00 8575.00 -9378.00 1082130432 32768 128 32
131328.00 320.00 -1127.00 1082130432 32768 128 1
4104.00 7525.00 -8312.00 1082130432 32768 128 32
131328.00 352.00 -1156.00 1082130432 32768 128 1
4104.00 9981.00 -10699.00 1082130432 32768 128 32
131328.00 592.00 -1403.00 1082130432 32768 128 1
4104.00 8453.00 -9157.00 1082130432 32768 128 32
131328.00 1261.00 -2012.00 1082130432 32768 128 1
4104.00 8162.00 -8900.00 1082130432 32768 128 32
131328.00 368.00 -1173.00 1082130432 32768 128 1
4104.00 6957.00 -7714.00 1082130432 32768 128 32
131328.00 1479.00 -2262.00 1082130432 32768 128 1
4104.00 7768.00 -8593.00 1082130432 32768 128 32
131328.00 389.00 -1198.00 1082130432 32768 128 1
4104.00 7709.00 -8546.00 1082130432 32768 128 32
131328.00 320.00 -1101.00 1082130432 32768 128 1
4104.00 6857.00 -7629.00 1082130432 32768 128 32
131328.00 65.00 -844.00 1082130432 32768 128 1
4104.00 7950.00 -8705.00 1082130432 32768 128 32
131328.00 289.00 -1054.00 1082130432 32768 128 1
4104.00 6919.00 -7709.00 1082130432 32768 128 32
131328.00 237.00 -1024.00 1082130432 32768 128 1
4104.00 7882.00 -8679.00 1082130432 32768 128 32
131328.00 332.00 -1118.00 1082130432 32768 128 1
4104.00 8227.00 -9008.00 1082130432 32768 128 32
131328.00 -17.00 -736.00 1082130432 32768 128 1
4104.00 8496.00 -9248.00 1082130432 32768 128 32
131328.00 1319.00 -2088.00 1082130432 32768 128 1
4104.00 7198.00 -8008.00 1082130432 32768 128 32
131328.00 886.00 -1685.00 1082130432 32768 128 1
4104.00 8836.00 -9602.00 1082130432 32768 128 32
131328.00 209.00 -998.00 1082130432 32768 128 1
4104.00 8553.00 -9343.00 1082130432 32768 128 32
131328.00 300.00 -1104.00 1082130432 32768 128 1
4104.00 8520.00 -9373.00 1082130432 32768 128 32
131328.00 350.00 -1150.00 1082130432 32768 128 1
4104.00 7493.00 -8320.00 1082130432 32768 128 32
131328.00 671.00 -1470.00 1082130432 32768 128 1
4104.00 8021.00 -8804.00 1082130432 32768 128 32
131328.00 470.00 -1222.00 1082130432 32768 128 1
4104.00 7936.00 -8700.00 1082130432 32768 128 32
131328.00 109.00 -874.00 1082130432 32768 128 1
4104.00 7010.00 -7829.00 1082130432 32768 128 32
131328.00 840.00 -1632.00 1082130432 32768 128 1
4104.00 7323.00 -8114.00 1082130432 32768 128 32
131328.00 -353.00 -456.00 1082130432 32768 128 1
4104.00 7686.00 -8465.00 1082130432 32768 128 32
131328.00 506.00 -1300.00 1082130432 32768 128 1
4104.00 8312.00 -9137.00 1082130432 32768 128 32
131328.00 1397.00 -2177.00 1082130432 32768 128 1
4104.00 8163.00 -8963.00 1082130432 32768 128 32
131328.00 1080.00 -1853.00 1082130432 32768 128 1
4104.00 8033.00 -8859.00 1082130432 32768 128 32
131328.00 900.00 -1683.00 1082130432 32768 128 1
4104.00 8030.00 -8762.00 1082130432 32768 128 32
131328.00 294.00 -1048.00 1082130432 32768 128 1
4104.00 7073.00 -7860.00 1082130432 32768 128 32
131328.00 1234.00 -2013.00 1082130432 32768 128 1
4104.00 7957.00 -8777.00 1082130432 32768 128 32
131328.00 241.00 -1026.00 1082130432 32768 128 1
4104.00 8531.00 -9366.00 1082130432 32768 128 32
131328.00 558.00 -1356.00 1082130432 32768 128 1
4104.00 7704.00 -8514.00 1082130432 32768 128 32
131328.00 655.00 -1402.00 1082130432 32768 128 1
4104.00 7443.00 -8292.00 1082130432 32768 128 32
131328.00 602.00 -1392.00 1082130432 32768 128 1
4104.00 6865.00 -7621.00 1082130432 32768 128 32
131328.00 547.00 -1307.00 1082130432 32768 128 1
4104.00 8197.00 -9049.00 1082130432 32768 128 32
131328.00 277.00 -1040.00 1082130432 32768 128 1
4104.00 8728.00 -9591.00 1082130432 32768 128 32
131328.00 320.00 -1090.00 1082130432 32768 128 1
4104.00 8652.00 -9518.00 1082130432 32768 128 32
131328.00 1088.00 -1903.00 1082130432 32768 128 1
4104.00 8947.00 -9801.00 1082130432 32768 128 32
131328.00 112.00 -883.00 1082130432 32768 128 1
4104.00 9340.00 -10208.00 1082130432 32768 128 32
131328.00 515.00 -1305.00 1082130432 32768 128 1
4104.00 8245.00 -8977.00 1082130432 32768 128 32
131328.00 1685.00 -2421.00 1082130432 32768 128 1
4104.00 8326.00 -9208.00 1082130432 32768 128 32
131328.00 317.00 -1075.00 1082130432 32768 128 1
4104.00 8499.00 -9271.00 1082130432 32768 128 32
131328.00 141.00 -901.00 1082130432 32768 128 1
4104.00 8466.00 -9239.00 1082130432 32768 128 32
131328.00 1082.00 -1836.00 1082130432 32768 128 1
4104.00 7918.00 -8624.00 1082130432 32768 128 32
131328.00 463.00 -1243.00 1082130432 32768 128 1
4104.00 8433.00 -9206.00 1082130432 32768 128 32
131328.00 1091.00 -1877.00 1082130432 32768 128 1
4104.00 6435.00 -7229.00 1082130432 32768 128 32
131328.00 979.00 -1738.00 1082130432 32768 128 1
4104.00 6729.00 -7504.00 1082130432 32768 128 32
131328.00 596.00 -1378.00 1082130432 32768 128 1
4104.00 7263.00 -8049.00 1082130432 32768 128 32
131328.00 950.00 -1727.00 1082130432 32768 128 1
4104.00 7137.00 -7919.00 1082130432 32768 128 32
131328.00 1185.00 -1986.00 1082130432 32768 128 1
4104.00 8279.00 -9063.00 1082130432 32768 128 32
131328.00 1382.00 -2113.00 1082130432 32768 128 1
4104.00 7581.00 -8368.00 1082130432 32768 128 32
131328.00 179.00 -932.00 1082130432 32768 128 1
4104.00 7346.00 -8127.00 1082130432 32768 128 32
131328.00 344.00 -1106.00 1082130432 32768 128 1
4104.00 8436.00 -9281.00 1082130432 32768 128 32
131328.00 1152.00 -1934.00 1082130432 32768 128 1
4104.00 8063.00 -8852.00 1082130432 32768 128 32
131328.00 1369.00 -2120.00 1082130432 32768 128 1
4104.00 8982.00 -9861.00 1082130432 32768 128 32
131328.00 452.00 -1236.00 1082130432 32768 128 1
4104.00 7860.00 -8699.00 1082130432 32768 128 32
131328.00 777.00 -1557.00 1082130432 32768 128 1
4104.00 8969.00 -9846.00 1082130432 32768 128 32
131328.00 752.00 -1490.00 1082130432 32768 128 1
4104.00 6755.00 -7553.00 1082130432 32768 128 32
131328.00 660.00 -1422.00 1082130432 32768 128 1
4104.00 6625.00 -7456.00 1082130432 32768 128 32
131328.00 955.00 -1727.00 1082130432 32768 128 1
4104.00 8408.00 -9185.00 1082130432 32768 128 32
131328.00 1089.00 -1844.00 1082130432 32768 128 1
4104.00 7472.00 -8257.00 1082130432 32768 128 32
131328.00 549.00 -1329.00 1082130432 32768 128 1
4104.00 7125.00 -7933.00 1082130432 32768 128 32
131328.00 617.00 -1387.00 1082130432 32768 128 1
4104.00 7488.00 -8275.00 1082130432 32768 128 32
131328.00 129.00 -921.00 1082130432 32768 128 1
4104.00 7415.00 -8200.00 1082130432 32768 128 32
131328.00 313.00 -1078.00 1082130432 32768 128 1
4104.00 9606.00 -10346.00 1082130432 32768 128 32
131328.00 432.00 -1219.00 1082130432 32768 128 1
4104.00 7979.00 -8751.00 1082130432 32768 128 32
131328.00 1691.00 -2461.00 1082130432 32768 128 1
4104.00 7412.00 -8219.00 1082130432 32768 128 32
131328.00 656.00 -1473.00 1082130432 32768 128 1
4104.00 6648.00 -7494.00 1082130432 32768 128 32
131328.00 1341.00 -2138.00 1082130432 32768 128 1
4104.00 8194.00 -8959.00 1082130432 32768 128 32
131328.00 30.00 -855.00 1082130432 32768 128 1
4104.00 7498.00 -8325.00 1082130432 32768 128 32
131328.00 574.00 -1339.00 1082130432 32768 128 1
4104.00 9249.00 -10077.00 1082130432 32768 128 32
131328.00 1054.00 -1864.00 1082130432 32768 128 1
4104.00 8403.00 -9246.00 1082130432 32768 128 32
131328.00 478.00 -1280.00 1082130432 32768 128 1
4104.00 7428.00 -8204.00 1082130432 32768 128 32
131328.00 972.00 -1759.00 1082130432 32768 128 1
4104.00 9310.00 -10151.00 1082130432 32768 128 32
131328.00 348.00 -1105.00 1082130432 32768 128 1
4104.00 8272.00 -9088.00 1082130432 32768 128 32
131328.00 1632.00 -2427.00 1082130432 32768 128 1
4104.00 6971.00 -7745.00 1082130432 32768 128 32
131328.00 464.00 -1241.00 1082130432 32768 128 1
4104.00 9085.00 -9840.00 1082130432 32768 128 32
131328.00 729.00 -1474.00 1082130432 32768 128 1
4104.00 9025.00 -9796.00 1082130432 32768 128 32
131328.00 679.00 -1481.00 1082130432 32768 128 1
4104.00 8165.00 -8940.00 1082130432 32768 128 32
131328.00 1481.00 -2264.00 1082130432 32768 128 1
4104.00 8174.00 -8955.00 1082130432 32768 128 32
131328.00 1617.00 -2397.00 1082130432 32768 128 1
4104.00 6976.00 -7758.00 1082130432 32768 128 32
131328.00 521.00 -1336.00 1082130432 32768 128 1
4104.00 7705.00 -8474.00 1082130432 32768 128 32
131328.00 629.00 -1429.00 1082130432 32768 128 1
4104.00 8190.00 -9056.00 1082130432 32768 128 32
131328.00 856.00 -1633.00 1082130432 32768 128 1
4104.00 7683.00 -8504.00 1082130432 32768 128 32
131328.00 52.00 -820.00 1082130432 32768 128 1
4104.00 7947.00 -8692.00 1082130432 32768 128 32
131328.00 138.00 -882.00 1082130432 32768 128 1
4104.00 7857.00 -8661.00 1082130432 32768 128 32
131328.00 1250.00 -1990.00 1082130432 32768 128 1
4104.00 8447.00 -9243.00 1082130432 32768 128 32
131328.00 552.00 -1329.00 1082130432 32768 128 1
4104.00 8464.00 -9216.00 1082130432 32768 128 32
131328.00 692.00 -1499.00 1082130432 32768 128 1
4104.00 8120.00 -8893.00 1082130432 32768 128 32
131328.00 1534.00 -2315.00 1082130432 32768 128 1
4104.00 7319.00 -8116.00 1082130432 32768 128 32
131328.00 367.00 -1148.00 1082130432 32768 128 1
4104.00 7882.00 -8708.00 1082130432 32768 128 32
131328.00 315.00 -1081.00 1082130432 32768 128 1
4104.00 8272.00 -9049.00 1082130432 32768 128 32
131328.00 1558.00 -2352.00 1082130432 32768 128 1
4104.00 8422.00 -9203.00 1082130432 32768 128 32
131328.00 1642.00 -2448.00 1082130432 32768 128 1
4104.00 7276.00 -8095.00 1082130432 32768 128 32
131328.00 330.00 -1139.00 1082130432 32768 128 1
4104.00 7794.00 -8605.00 1082130432 32768 128 32
131328.00 1541.00 -2332.00 1082130432 32768 128 1
4104.00 7756.00 -8526.00 1082130432 32768 128 32
131328.00 1538.00 -2307.00 1082130432 32768 128 1
4104.00 8566.00 -9407.00 1082130432 32768 128 32
131328.00 1103.00 -1895.00 1082130432 32768 128 1
4104.00 6854.00 -7646.00 1082130432 32768 128 32
131328.00 479.00 -1272.00 1082130432 32768 128 1
4104.00 9638.00 -10512.00 1082130432 32768 128 32
131328.00 499.00 -1300.00 1082130432 32768 128 1
4104.00 7545.00 -8349.00 1082130432 32768 128 32
131328.00 384.00 -1134.00 1082130432 32768 128 1
4104.00 8611.00 -9329.00 1082130432 32768 128 32
131328.00 1104.00 -1827.00 1082130432 32768 128 1
4104.00 7926.00 -8671.00 1082130432 32768 128 32
131328.00 1117.00 -1861.00 1082130432 32768 128 1
4104.00 7083.00 -7876.00 1082130432 32768 128 32
131328.00 476.00 -1276.00 1082130432 32768 128 1
4104.00 9031.00 -9826.00 1082130432 32768 128 32
131328.00 1323.00 -2107.00 1082130432 32768 128 1
4104.00 8038.00 -8868.00 1082130432 32768 128 32
131328.00 387.00 -1191.00 1082130432 32768 128 1
4104.00 8041.00 -8808.00 1082130432 32768 128 32
131328.00 1509.00 -2295.00 1082130432 32768 128 1
4104.00 8297.00 -9140.00 1082130432 32768 128 32
131328.00 1235.00 -2013.00 1082130432 32768 128 1
4104.00 7083.00 -7862.00 1082130432 32768 128 32
131328.00 569.00 -1320.00 1082130432 32768 128 1
4104.00 9043.00 -9886.00 1082130432 32768 128 32
131328.00 92.00 -811.00 1082130432 32768 128 1
4104.00 8137.00 -8874.00 1082130432 32768 128 32
131328.00 618.00 -1378.00 1082130432 32768 128 1
4104.00 7577.00 -8346.00 1082130432 32768 128 32
131328.00 527.00 -1291.00 1082130432 32768 128 1
4104.00 7908.00 -8711.00 1082130432 32768 128 32
131328.00 638.00 -1389.00 1082130432 32768 128 1
4104.00 9000.00 -9846.00 1082130432 32768 128 32
131328.00 800.00 -1582.00 1082130432 32768 128 1
4104.00 8313.00 -9203.00 1082130432 32768 128 32
131328.00 289.00 -1108.00 1082130432 32768 128 1
4104.00 7652.00 -8455.00 1082130432 32768 128 32
131328.00 1311.00 -2105.00 1082130432 32768 128 1
4104.00 7940.00 -8725.00 1082130432 32768 128 32
131328.00 1431.00 -2218.00 1082130432 32768 128 1
4104.00 7899.00 -8695.00 1082130432 32768 128 32
131328.00 220.00 -993.00 1082130432 32768 128 1
4104.00 8006.00 -8871.00 1082130432 32768 128 32
131328.00 1429.00 -2247.00 1082130432 32768 128 1
4104.00 7876.00 -8640.00 1082130432 32768 128 32
131328.00 596.00 -1360.00 1082130432 32768 128 1
4104.00 8244.00 -9053.00 1082130432 32768 128 32
131328.00 195.00 -991.00 1082130432 32768 128 1
4104.00 8297.00 -9101.00 1082130432 32768 128 32
131328.00 559.00 -1327.00 1082130432 32768 128 1
4104.00 7694.00 -8556.00 1082130432 32768 128 32
131328.00 -6.00 -747.00 1082130432 32768 128 1
4104.00 8564.00 -9362.00 1082130432 32768 128 32
131328.00 1597.00 -2361.00 1082130432 32768 128 1
4104.00 9384.00 -10069.00 1082130432 32768 128 32
131328.00 655.00 -1454.00 1082130432 32768 128 1
4104.00 6797.00 -7612.00 1082130432 32768 128 32
131328.00 167.00 -935.00 1082130432 32768 128 1
4104.00 9221.00 -10083.00 1082130432 32768 128 32
131328.00 708.00 -1528.00 1082130432 32768 128 1
4104.00 7511.00 -8315.00 1082130432 32768 128 32
131328.00 670.00 -1443.00 1082130432 32768 128 1
4104.00 7372.00 -8177.00 1082130432 32768 128 32
131328.00 410.00 -1190.00 1082130432 32768 128 1
4104.00 9080.00 -9794.00 1082130432 32768 128 32
131328.00 333.00 -1109.00 1082130432 32768 128 1
4104.00 6549.00 -7348.00 1082130432 32768 128 32
131328.00 385.00 -1182.00 1082130432 32768 128 1
4104.00 7405.00 -8221.00 1082130432 32768 128 32
131328.00 42.00 -810.00 1082130432 32768 128 1
4104.00 8606.00 -9378.00 1082130432 32768 128 32
131328.00 741.00 -1488.00 1082130432 32768 128 1
4104.00 7360.00 -8176.00 1082130432 32768 128 32
131328.00 222.00 -1005.00 1082130432 32768 128 1
4104.00 7021.00 -7819.00 1082130432 32768 128 32
131328.00 113.00 -833.00 1082130432 32768 128 1
4104.00 9063.00 -9901.00 1082130432 32768 128 32
131328.00 400.00 -1166.00 1082130432 32768 128 1
4104.00 7829.00 -8646.00 1082130432 32768 128 32
131328.00 1178.00 -1978.00 1082130432 32768 128 1
4104.00 8702.00 -9574.00 1082130432 32768 128 32
131328.00 210.00 -975.00 1082130432 32768 128 1
4104.00 8421.00 -9173.00 1082130432 32768 128 32
131328.00 1226.00 -1976.00 1082130432 32768 128 1
4104.00 8293.00 -9088.00 1082130432 32768 128 32
131328.00 394.00 -1154.00 1082130432 32768 128 1
4104.00 8055.00 -8786.00 1082130432 32768 128 32
131328.00 -53.00 -749.00 1082130432 32768 128 1
4104.00 6982.00 -7813.00 1082130432 32768 128 32
131328.00 301.00 -1092.00 1082130432 32768 128 1
4104.00 7824.00 -8584.00 1082130432 32768 128 32
131328.00 689.00 -1442.00 1082130432 32768 128 1
4104.00 7565.00 -8352.00 1082130432 32768 128 32
131328.00 79.00 -879.00 1082130432 32768 128 1
4104.00 8347.00 -9104.00 1082130432 32768 128 32
131328.00 1318.00 -2098.00 1082130432 32768 128 1
4104.00 9077.00 -9784.00 1082130432 32768 128 32
131328.00 272.00 -1082.00 1082130432 32768 128 1
4104.00 8834.00 -9700.00 1082130432 32768 128 32
131328.00 982.00 -1759.00 1082130432 32768 128 1
4104.00 8619.00 -9488.00 1082130432 32768 128 32
131328.00 1163.00 -1919.00 1082130432 32768 128 1
4104.00 9160.00 -10006.00 1082130432 32768 128 32
131328.00 1376.00 -2124.00 1082130432 32768 128 1
4104.00 6612.00 -7444.00 1082130432 32768 128 32
131328.00 483.00 -1273.00 1082130432 32768 128 1
4104.00 9416.00 -10094.00 1082130432 32768 128 32
131328.00 260.00 -1044.00 1082130432 32768 128 1
4104.00 8768.00 -9544.00 1082130432 32768 128 32
131328.00 312.00 -1103.00 1082130432 32768 128 1
4104.00 8090.00 -8902.00 1082130432 32768 128 32
131328.00 1654.00 -2470.00 1082130432 32768 128 1
