frq I Q
4104.00 34251.00 -34944.00
131328.00 652.00 -1435.00
4104.00 34250.00 -34985.00
131328.00 636.00 -1427.00
4104.00 34142.00 -35002.00
131328.00 629.00 -1379.00
4104.00 34194.00 -34999.00
131328.00 607.00 -1371.00
4104.00 34219.00 -34956.00
131328.00 899.00 -1665.00
4104.00 34157.00 -34954.00
131328.00 669.00 -1424.00
4104.00 34224.00 -34981.00
131328.00 631.00 -1384.00
4104.00 34225.00 -34973.00
131328.00 629.00 -1380.00
4104.00 34187.00 -35017.00
131328.00 617.00 -1369.00
4104.00 34160.00 -34981.00
131328.00 641.00 -1409.00
4104.00 34243.00 -35070.00
131328.00 611.00 -1370.00
4104.00 34209.00 -34940.00
131328.00 636.00 -1402.00
4104.00 34211.00 -34962.00
131328.00 638.00 -1384.00
4104.00 34208.00 -35070.00
131328.00 614.00 -1403.00
4104.00 33964.00 -34797.00
131328.00 616.00 -1384.00
4104.00 34158.00 -34969.00
131328.00 656.00 -1422.00
4104.00 34169.00 -34949.00
131328.00 624.00 -1398.00
4104.00 34192.00 -35005.00
131328.00 608.00 -1379.00
4104.00 34202.00 -34934.00
131328.00 648.00 -1409.00
4104.00 34242.00 -35026.00
131328.00 596.00 -1356.00
4104.00 34156.00 -34984.00
131328.00 654.00 -1415.00
4104.00 34201.00 -35019.00
131328.00 608.00 -1371.00
4104.00 34244.00 -34999.00
131328.00 614.00 -1389.00
4104.00 34259.00 -35030.00
131328.00 1044.00 -1809.00
4104.00 34081.00 -34894.00
131328.00 594.00 -1357.00
4104.00 34233.00 -35039.00
131328.00 595.00 -1359.00
4104.00 34245.00 -34936.00
131328.00 678.00 -1433.00
4104.00 34235.00 -34954.00
131328.00 641.00 -1401.00
4104.00 34250.00 -34961.00
131328.00 638.00 -1402.00
4104.00 34090.00 -34948.00
131328.00 642.00 -1390.00
4104.00 34222.00 -34986.00
131328.00 607.00 -1386.00
4104.00 34238.00 -35090.00
131328.00 590.00 -1351.00
4104.00 34103.00 -34945.00
131328.00 599.00 -1378.00
4104.00 33971.00 -34709.00
131328.00 611.00 -1370.00
4104.00 34207.00 -35000.00
131328.00 586.00 -1361.00
4104.00 34150.00 -34989.00
131328.00 640.00 -1388.00
4104.00 34142.00 -34993.00
131328.00 631.00 -1393.00
4104.00 34246.00 -34958.00
131328.00 642.00 -1406.00
4104.00 34229.00 -35064.00
131328.00 627.00 -1383.00
4104.00 34227.00 -34987.00
131328.00 607.00 -1377.00
4104.00 34239.00 -35016.00
131328.00 578.00 -1349.00
4104.00 34145.00 -35010.00
131328.00 614.00 -1377.00
4104.00 34238.00 -35083.00
131328.00 896.00 -1653.00
4104.00 34220.00 -34987.00
131328.00 595.00 -1353.00
4104.00 34142.00 -34999.00
131328.00 631.00 -1381.00
4104.00 34210.00 -35069.00
131328.00 571.00 -1340.00
4104.00 34149.00 -34975.00
131328.00 631.00 -1398.00
4104.00 34220.00 -34988.00
131328.00 638.00 -1386.00
4104.00 34214.00 -34938.00
131328.00 614.00 -1381.00
4104.00 34252.00 -35058.00
131328.00 585.00 -1356.00
4104.00 34096.00 -34895.00
131328.00 643.00 -1405.00
4104.00 34197.00 -35006.00
131328.00 913.00 -1693.00
4104.00 34254.00 -35049.00
131328.00 614.00 -1370.00
4104.00 34200.00 -34946.00
131328.00 620.00 -1388.00
4104.00 34256.00 -34971.00
131328.00 592.00 -1375.00
4104.00 34215.00 -34997.00
131328.00 589.00 -1360.00
4104.00 34227.00 -35070.00
131328.00 616.00 -1370.00
4104.00 34245.00 -34941.00
131328.00 635.00 -1384.00
4104.00 34243.00 -34949.00
131328.00 752.00 -1539.00
4104.00 34230.00 -35041.00
131328.00 620.00 -1422.00
4104.00 34260.00 -35038.00
131328.00 643.00 -1414.00
4104.00 33934.00 -34688.00
131328.00 690.00 -1462.00
4104.00 34244.00 -34932.00
131328.00 628.00 -1396.00
4104.00 34230.00 -34963.00
131328.00 621.00 -1380.00
4104.00 34180.00 -35007.00
131328.00 589.00 -1365.00
4104.00 34220.00 -34998.00
131328.00 607.00 -1368.00
4104.00 34226.00 -35001.00
131328.00 604.00 -1377.00
4104.00 34250.00 -34953.00
131328.00 642.00 -1404.00
4104.00 34140.00 -35003.00
131328.00 652.00 -1397.00
4104.00 34175.00 -34956.00
131328.00 639.00 -1401.00
4104.00 34226.00 -35074.00
131328.00 913.00 -1700.00
4104.00 34162.00 -34927.00
131328.00 662.00 -1417.00
4104.00 34199.00 -34994.00
131328.00 595.00 -1370.00
4104.00 34236.00 -34948.00
131328.00 642.00 -1410.00
4104.00 34213.00 -35016.00
131328.00 612.00 -1373.00
4104.00 34248.00 -34980.00
131328.00 650.00 -1419.00
4104.00 34232.00 -34988.00
131328.00 632.00 -1394.00
4104.00 34212.00 -35074.00
131328.00 601.00 -1371.00
4104.00 34255.00 -35048.00
131328.00 617.00 -1402.00
4104.00 34222.00 -34994.00
131328.00 714.00 -1496.00
4104.00 33852.00 -34666.00
131328.00 645.00 -1415.00
4104.00 34160.00 -34976.00
131328.00 658.00 -1423.00
4104.00 34140.00 -35005.00
131328.00 745.00 -1510.00
4104.00 34137.00 -34990.00
131328.00 658.00 -1419.00
4104.00 34218.00 -34959.00
131328.00 629.00 -1394.00
4104.00 34246.00 -34967.00
131328.00 642.00 -1404.00
4104.00 34149.00 -34995.00
131328.00 654.00 -1416.00
4104.00 34221.00 -35068.00
131328.00 617.00 -1357.00
4104.00 34209.00 -34905.00
131328.00 625.00 -1390.00
4104.00 34237.00 -35035.00
131328.00 896.00 -1663.00
4104.00 34192.00 -34964.00
131328.00 632.00 -1400.00
4104.00 34155.00 -34995.00
131328.00 608.00 -1369.00
4104.00 34231.00 -34965.00
131328.00 644.00 -1403.00
4104.00 34204.00 -34993.00
131328.00 630.00 -1397.00
4104.00 34253.00 -35020.00
131328.00 632.00 -1402.00
4104.00 34206.00 -34958.00
131328.00 636.00 -1396.00
4104.00 34180.00 -34925.00
131328.00 652.00 -1414.00
4104.00 34262.00 -35043.00
131328.00 633.00 -1391.00
4104.00 34163.00 -35011.00
131328.00 956.00 -1709.00
4104.00 34222.00 -35047.00
131328.00 610.00 -1377.00
4104.00 34219.00 -34988.00
131328.00 609.00 -1366.00
4104.00 34217.00 -34976.00
131328.00 609.00 -1367.00
4104.00 34161.00 -35017.00
131328.00 606.00 -1373.00
4104.00 34191.00 -35011.00
131328.00 607.00 -1389.00
4104.00 34253.00 -35072.00
131328.00 606.00 -1364.00
4104.00 34164.00 -34971.00
131328.00 667.00 -1419.00
4104.00 34220.00 -34974.00
131328.00 650.00 -1426.00
4104.00 34203.00 -34956.00
131328.00 649.00 -1414.00
4104.00 33910.00 -34661.00
131328.00 634.00 -1401.00
4104.00 34130.00 -34979.00
131328.00 637.00 -1384.00
4104.00 34140.00 -35007.00
131328.00 626.00 -1387.00
4104.00 34243.00 -34985.00
131328.00 649.00 -1441.00
4104.00 34210.00 -35047.00
131328.00 618.00 -1371.00
4104.00 34242.00 -35044.00
131328.00 585.00 -1343.00
4104.00 34196.00 -35002.00
131328.00 718.00 -1478.00
4104.00 34128.00 -34999.00
131328.00 640.00 -1400.00
4104.00 34224.00 -34997.00
131328.00 619.00 -1408.00
4104.00 33919.00 -34669.00
131328.00 655.00 -1422.00
4104.00 34150.00 -34997.00
131328.00 623.00 -1402.00
4104.00 34241.00 -34951.00
131328.00 631.00 -1402.00
4104.00 34195.00 -34931.00
131328.00 668.00 -1426.00
4104.00 34153.00 -35007.00
131328.00 625.00 -1394.00
4104.00 34159.00 -34978.00
131328.00 663.00 -1435.00
4104.00 34211.00 -34957.00
131328.00 652.00 -1407.00
4104.00 34218.00 -35053.00
131328.00 611.00 -1367.00
4104.00 34252.00 -34946.00
131328.00 640.00 -1405.00
4104.00 33945.00 -34692.00
131328.00 661.00 -1426.00
4104.00 34247.00 -35023.00
131328.00 623.00 -1389.00
4104.00 34221.00 -34986.00
131328.00 622.00 -1384.00
4104.00 34174.00 -34999.00
131328.00 626.00 -1394.00
4104.00 34214.00 -35071.00
131328.00 594.00 -1369.00
4104.00 34223.00 -34985.00
131328.00 617.00 -1381.00
4104.00 34167.00 -34997.00
131328.00 657.00 -1407.00
4104.00 34253.00 -35006.00
131328.00 641.00 -1408.00
4104.00 34256.00 -35037.00
131328.00 630.00 -1401.00
4104.00 33925.00 -34785.00
131328.00 638.00 -1392.00
4104.00 34227.00 -34965.00
131328.00 628.00 -1389.00
4104.00 34203.00 -34938.00
131328.00 653.00 -1417.00
4104.00 34208.00 -34950.00
131328.00 663.00 -1436.00
4104.00 34223.00 -34967.00
131328.00 637.00 -1403.00
4104.00 34249.00 -35019.00
131328.00 601.00 -1366.00
4104.00 34256.00 -35002.00
131328.00 664.00 -1448.00
4104.00 34264.00 -35035.00
131328.00 633.00 -1390.00
4104.00 34252.00 -34977.00
131328.00 646.00 -1430.00
4104.00 34152.00 -34885.00
131328.00 963.00 -1726.00
4104.00 34223.00 -34938.00
131328.00 613.00 -1386.00
4104.00 34204.00 -34925.00
131328.00 652.00 -1414.00
4104.00 34134.00 -34902.00
131328.00 666.00 -1418.00
4104.00 34225.00 -35050.00
131328.00 605.00 -1383.00
4104.00 34206.00 -35006.00
131328.00 622.00 -1390.00
4104.00 34070.00 -34926.00
131328.00 627.00 -1379.00
4104.00 34239.00 -35021.00
131328.00 622.00 -1385.00
4104.00 34230.00 -35072.00
131328.00 646.00 -1428.00
4104.00 34206.00 -34924.00
131328.00 939.00 -1709.00
4104.00 34232.00 -34934.00
131328.00 651.00 -1417.00
4104.00 34224.00 -35023.00
131328.00 603.00 -1351.00
4104.00 34256.00 -35065.00
131328.00 609.00 -1365.00
4104.00 34212.00 -34957.00
131328.00 624.00 -1389.00
4104.00 34230.00 -35062.00
131328.00 607.00 -1363.00
4104.00 34249.00 -34979.00
131328.00 660.00 -1446.00
4104.00 34230.00 -35068.00
131328.00 607.00 -1374.00
4104.00 34236.00 -35080.00
131328.00 629.00 -1387.00
4104.00 34148.00 -34987.00
131328.00 920.00 -1678.00
4104.00 34205.00 -34970.00
131328.00 624.00 -1379.00
4104.00 34255.00 -35032.00
131328.00 634.00 -1390.00
4104.00 34152.00 -34885.00
131328.00 654.00 -1409.00
4104.00 34250.00 -34949.00
131328.00 647.00 -1402.00
4104.00 34185.00 -34920.00
131328.00 628.00 -1408.00
4104.00 34241.00 -34936.00
131328.00 638.00 -1399.00
4104.00 34209.00 -34998.00
131328.00 598.00 -1364.00
4104.00 34174.00 -34937.00
131328.00 666.00 -1432.00
4104.00 34202.00 -35014.00
131328.00 899.00 -1664.00
4104.00 34208.00 -35069.00
131328.00 582.00 -1340.00
4104.00 34193.00 -34945.00
131328.00 654.00 -1417.00
4104.00 34154.00 -34966.00
131328.00 648.00 -1439.00
4104.00 34255.00 -35058.00
131328.00 610.00 -1366.00
4104.00 34231.00 -34999.00
131328.00 607.00 -1389.00
4104.00 34227.00 -35068.00
131328.00 591.00 -1355.00
4104.00 34157.00 -35006.00
131328.00 635.00 -1399.00
4104.00 34240.00 -34944.00
131328.00 621.00 -1386.00
4104.00 34200.00 -34950.00
131328.00 643.00 -1401.00
4104.00 33901.00 -34707.00
131328.00 592.00 -1369.00
4104.00 34231.00 -34972.00
131328.00 642.00 -1411.00
4104.00 34217.00 -35053.00
131328.00 631.00 -1388.00
4104.00 34215.00 -34990.00
131328.00 617.00 -1403.00
4104.00 34171.00 -35004.00
131328.00 652.00 -1395.00
4104.00 34258.00 -35004.00
131328.00 633.00 -1396.00
4104.00 34165.00 -34949.00
131328.00 658.00 -1432.00
4104.00 34224.00 -34977.00
131328.00 622.00 -1403.00
4104.00 34169.00 -35011.00
131328.00 641.00 -1419.00
4104.00 33966.00 -34652.00
131328.00 638.00 -1436.00
4104.00 34243.00 -34945.00
131328.00 662.00 -1427.00
4104.00 34205.00 -34978.00
131328.00 641.00 -1392.00
4104.00 34241.00 -34939.00
131328.00 663.00 -1422.00
4104.00 34245.00 -35059.00
131328.00 712.00 -1468.00
4104.00 34212.00 -35051.00
131328.00 609.00 -1398.00
4104.00 34165.00 -34948.00
131328.00 645.00 -1422.00
4104.00 34237.00 -34944.00
131328.00 604.00 -1375.00
4104.00 34192.00 -35020.00
131328.00 602.00 -1370.00
4104.00 33951.00 -34780.00
131328.00 585.00 -1356.00
4104.00 34185.00 -34948.00
131328.00 630.00 -1393.00
4104.00 34205.00 -35067.00
131328.00 588.00 -1339.00
4104.00 34186.00 -35005.00
131328.00 621.00 -1382.00
4104.00 34109.00 -34886.00
131328.00 626.00 -1382.00
4104.00 34140.00 -34998.00
131328.00 644.00 -1401.00
4104.00 34218.00 -35063.00
131328.00 593.00 -1350.00
4104.00 34223.00 -34954.00
131328.00 646.00 -1435.00
4104.00 34232.00 -34981.00
131328.00 620.00 -1387.00
4104.00 34226.00 -35074.00
131328.00 928.00 -1690.00
4104.00 34156.00 -34980.00
131328.00 652.00 -1427.00
4104.00 34207.00 -34929.00
131328.00 642.00 -1400.00
4104.00 34159.00 -34971.00
131328.00 643.00 -1409.00
4104.00 34171.00 -34931.00
131328.00 651.00 -1427.00
4104.00 34205.00 -34999.00
131328.00 621.00 -1379.00
4104.00 34243.00 -34958.00
131328.00 645.00 -1411.00
4104.00 34142.00 -34877.00
131328.00 626.00 -1378.00
4104.00 34223.00 -34977.00
131328.00 620.00 -1387.00
4104.00 34219.00 -34941.00
131328.00 922.00 -1700.00
4104.00 34220.00 -34925.00
131328.00 623.00 -1384.00
4104.00 34185.00 -35009.00
131328.00 624.00 -1409.00
4104.00 34248.00 -34943.00
131328.00 643.00 -1415.00
4104.00 34129.00 -35001.00
131328.00 626.00 -1401.00
4104.00 34199.00 -34959.00
131328.00 655.00 -1429.00
4104.00 34234.00 -34933.00
131328.00 630.00 -1401.00
4104.00 34193.00 -34982.00
131328.00 629.00 -1396.00
4104.00 34193.00 -34949.00
131328.00 628.00 -1394.00
4104.00 34229.00 -34999.00
131328.00 1036.00 -1797.00
4104.00 34100.00 -34828.00
131328.00 649.00 -1440.00
4104.00 34157.00 -34958.00
131328.00 653.00 -1416.00
4104.00 34230.00 -35061.00
131328.00 723.00 -1475.00
4104.00 34144.00 -35002.00
131328.00 615.00 -1387.00
4104.00 34247.00 -34941.00
131328.00 644.00 -1397.00
4104.00 34230.00 -35070.00
131328.00 622.00 -1377.00
4104.00 34199.00 -34921.00
131328.00 645.00 -1416.00
4104.00 34211.00 -34941.00
131328.00 646.00 -1444.00
4104.00 34233.00 -35011.00
131328.00 930.00 -1689.00
4104.00 34195.00 -35017.00
131328.00 590.00 -1358.00
4104.00 34255.00 -35068.00
131328.00 635.00 -1409.00
4104.00 34176.00 -35004.00
131328.00 621.00 -1373.00
4104.00 34147.00 -34993.00
131328.00 659.00 -1418.00
4104.00 34186.00 -34996.00
131328.00 640.00 -1395.00
4104.00 34253.00 -34969.00
131328.00 663.00 -1443.00
4104.00 34256.00 -34974.00
131328.00 643.00 -1417.00
4104.00 34231.00 -35072.00
131328.00 595.00 -1376.00
4104.00 34233.00 -35057.00
131328.00 590.00 -1364.00
4104.00 33941.00 -34701.00
131328.00 623.00 -1401.00
4104.00 34160.00 -35007.00
131328.00 606.00 -1372.00
4104.00 34174.00 -34965.00
131328.00 680.00 -1437.00
4104.00 34203.00 -34976.00
131328.00 633.00 -1387.00
4104.00 34183.00 -34933.00
131328.00 657.00 -1425.00
4104.00 34192.00 -34996.00
131328.00 614.00 -1367.00
4104.00 34224.00 -34976.00
131328.00 639.00 -1390.00
4104.00 34196.00 -34999.00
131328.00 642.00 -1400.00
4104.00 34206.00 -34942.00
131328.00 614.00 -1385.00
4104.00 33958.00 -34752.00
131328.00 607.00 -1369.00
4104.00 34211.00 -34948.00
131328.00 633.00 -1385.00
4104.00 34233.00 -35005.00
131328.00 643.00 -1409.00
4104.00 34150.00 -35015.00
131328.00 647.00 -1393.00
4104.00 34162.00 -35018.00
131328.00 633.00 -1391.00
4104.00 34211.00 -34999.00
131328.00 626.00 -1388.00
4104.00 34221.00 -35067.00
131328.00 588.00 -1362.00
4104.00 34239.00 -35064.00
131328.00 635.00 -1380.00
4104.00 34232.00 -34940.00
131328.00 627.00 -1389.00
4104.00 33822.00 -34680.00
131328.00 639.00 -1421.00
4104.00 34171.00 -35002.00
131328.00 619.00 -1361.00
4104.00 34254.00 -34974.00
131328.00 635.00 -1399.00
4104.00 34236.00 -35049.00
131328.00 611.00 -1364.00
4104.00 34229.00 -35066.00
131328.00 591.00 -1383.00
4104.00 34258.00 -35036.00
131328.00 637.00 -1401.00
4104.00 34160.00 -34977.00
131328.00 681.00 -1431.00
4104.00 34258.00 -34956.00
131328.00 644.00 -1402.00
4104.00 34217.00 -35038.00
131328.00 591.00 -1353.00
4104.00 33963.00 -34742.00
131328.00 605.00 -1364.00
4104.00 34203.00 -34943.00
131328.00 624.00 -1383.00
4104.00 34240.00 -35006.00
131328.00 660.00 -1417.00
4104.00 34199.00 -34992.00
131328.00 619.00 -1387.00
4104.00 34151.00 -34980.00
131328.00 645.00 -1428.00
4104.00 34211.00 -34951.00
131328.00 642.00 -1400.00
4104.00 34169.00 -35006.00
131328.00 624.00 -1418.00
4104.00 34152.00 -34984.00
131328.00 658.00 -1413.00
4104.00 34148.00 -34960.00
131328.00 662.00 -1411.00
4104.00 34217.00 -34965.00
131328.00 932.00 -1694.00
4104.00 34194.00 -34918.00
131328.00 632.00 -1411.00
4104.00 34165.00 -34946.00
131328.00 631.00 -1405.00
4104.00 34227.00 -34991.00
131328.00 618.00 -1370.00
4104.00 34220.00 -35049.00
131328.00 654.00 -1406.00
4104.00 34196.00 -34997.00
131328.00 640.00 -1399.00
4104.00 34168.00 -34941.00
131328.00 657.00 -1424.00
4104.00 34236.00 -34955.00
131328.00 663.00 -1431.00
4104.00 34244.00 -34949.00
131328.00 641.00 -1399.00
4104.00 34212.00 -34937.00
131328.00 930.00 -1723.00
4104.00 34150.00 -34966.00
131328.00 657.00 -1420.00
4104.00 34223.00 -34995.00
131328.00 614.00 -1378.00
4104.00 34130.00 -34999.00
131328.00 626.00 -1381.00
4104.00 34210.00 -34957.00
131328.00 671.00 -1438.00
4104.00 34156.00 -34996.00
131328.00 651.00 -1412.00
4104.00 34244.00 -34976.00
131328.00 654.00 -1409.00
4104.00 34181.00 -35003.00
131328.00 646.00 -1389.00
4104.00 34150.00 -34961.00
131328.00 629.00 -1380.00
4104.00 34237.00 -34940.00
131328.00 923.00 -1674.00
4104.00 34200.00 -35045.00
131328.00 619.00 -1370.00
4104.00 34225.00 -35069.00
131328.00 592.00 -1355.00
4104.00 34186.00 -34931.00
131328.00 611.00 -1390.00
4104.00 34150.00 -34997.00
131328.00 637.00 -1404.00
4104.00 34128.00 -35009.00
131328.00 637.00 -1389.00
4104.00 34169.00 -35006.00
131328.00 633.00 -1397.00
4104.00 34239.00 -34940.00
131328.00 663.00 -1423.00
4104.00 34238.00 -34935.00
131328.00 626.00 -1388.00
4104.00 34219.00 -35068.00
131328.00 913.00 -1679.00
4104.00 34207.00 -34990.00
131328.00 730.00 -1499.00
4104.00 34199.00 -34987.00
131328.00 639.00 -1395.00
4104.00 34212.00 -34965.00
131328.00 620.00 -1389.00
4104.00 34163.00 -34936.00
131328.00 669.00 -1420.00
4104.00 34229.00 -35008.00
131328.00 597.00 -1355.00
4104.00 34128.00 -34992.00
131328.00 630.00 -1399.00
4104.00 34203.00 -34949.00
131328.00 659.00 -1418.00
4104.00 34153.00 -34971.00
131328.00 646.00 -1398.00
4104.00 34220.00 -34956.00
131328.00 638.00 -1406.00
4104.00 33948.00 -34683.00
131328.00 654.00 -1415.00
4104.00 34192.00 -34950.00
131328.00 647.00 -1414.00
4104.00 34239.00 -35037.00
131328.00 624.00 -1386.00
4104.00 34132.00 -34912.00
131328.00 648.00 -1437.00
4104.00 34211.00 -34933.00
131328.00 638.00 -1405.00
4104.00 34162.00 -35007.00
131328.00 621.00 -1373.00
4104.00 34248.00 -34999.00
131328.00 654.00 -1432.00
4104.00 34159.00 -35000.00
131328.00 615.00 -1377.00
4104.00 34236.00 -35038.00
131328.00 612.00 -1385.00
4104.00 33877.00 -34660.00
131328.00 653.00 -1413.00
4104.00 34144.00 -34983.00
131328.00 643.00 -1387.00
4104.00 34236.00 -34952.00
131328.00 642.00 -1407.00
4104.00 34205.00 -34935.00
131328.00 633.00 -1400.00
4104.00 34147.00 -34999.00
131328.00 658.00 -1400.00
4104.00 34244.00 -34955.00
131328.00 626.00 -1396.00
4104.00 34214.00 -34934.00
131328.00 656.00 -1430.00
4104.00 34234.00 -35065.00
131328.00 613.00 -1367.00
4104.00 34254.00 -35058.00
131328.00 650.00 -1433.00
4104.00 33966.00 -34758.00
131328.00 611.00 -1384.00
4104.00 34222.00 -35061.00
131328.00 608.00 -1378.00
4104.00 34248.00 -34979.00
131328.00 646.00 -1395.00
4104.00 34121.00 -34955.00
131328.00 616.00 -1381.00
4104.00 34249.00 -35061.00
131328.00 644.00 -1401.00
4104.00 34226.00 -34987.00
131328.00 613.00 -1366.00
4104.00 34222.00 -35033.00
131328.00 609.00 -1361.00
4104.00 34152.00 -34987.00
131328.00 633.00 -1409.00
4104.00 34151.00 -34990.00
131328.00 649.00 -1419.00
4104.00 34151.00 -34984.00
131328.00 981.00 -1736.00
4104.00 34192.00 -35050.00
131328.00 596.00 -1361.00
4104.00 34214.00 -34961.00
131328.00 712.00 -1474.00
4104.00 34212.00 -35074.00
131328.00 616.00 -1374.00
4104.00 34228.00 -34995.00
131328.00 612.00 -1390.00
4104.00 34153.00 -35006.00
131328.00 751.00 -1499.00
4104.00 34160.00 -34949.00
131328.00 627.00 -1403.00
4104.00 34243.00 -34935.00
131328.00 649.00 -1400.00
4104.00 34237.00 -34939.00
131328.00 639.00 -1433.00
4104.00 34207.00 -34955.00
131328.00 935.00 -1693.00
4104.00 34235.00 -34971.00
131328.00 656.00 -1418.00
4104.00 34219.00 -34978.00
131328.00 613.00 -1389.00
