frq I Q
4104 -7184.09 2178.4
131328 665.44 6293.53
131328 8207.08 2204.89
4104 -3006.06 -668.75
131328 3350.37 8418.96
131328 -1430.2 2115.5
4104 -2522.71 2443.25
131328 3065.65 238.37
4104 -5459.25 2665.07
131328 1486.48 2377.04
4104 -400.59 225.12
131328 -2572.37 3214.63
4104 -7180.78 -403.9
4104 -5697.62 1883.76
131328 -1940.04 1973.14
131328 -3244.43 2539.26
4104 -9240.0 -4555.44
131328 -893.87 2281.03
4104 -2300.9 1562.62
131328 -1317.64 4972.58
4104 -2042.67 2724.66
4104 -4499.16 -2449.88
131328 2549.19 5045.42
131328 1890.38 5075.21
4104 -5459.25 -99.32
4104 -903.81 -5177.84
131328 3906.56 8690.44
131328 1400.4 -1949.97
4104 4052.23 3075.59
4104 -4727.6 860.77
131328 -4641.52 4767.32
4104 -4370.05 -4866.64
131328 2972.96 1678.5
4104 -3290.78 -4330.32
131328 3284.16 13821.93
131328 6078.34 10246.44
4104 -1628.84 3128.56
4104 -2357.18 350.93
131328 -331.06 6743.78
4104 -2622.03 -1423.58
131328 579.36 4711.04
131328 6190.9 4605.1
4104 -1095.82 1397.09
131328 2562.44 3754.27
4104 -1301.08 -284.72
131328 1559.31 4260.8
4104 -533.01 -2406.84
131328 1774.5 8677.19
4104 -1744.71 -2982.89
4104 -284.72 -96.01
131328 4982.52 2724.66
4104 -2486.29 -2622.03
131328 -559.5 5482.42
131328 4797.12 10077.6
4104 -3658.26 599.23
4104 -1668.56 4234.31
131328 -182.09 7780.01
131328 7806.49 8226.95
4104 -6452.44 43.04
131328 -334.37 3492.73
4104 -162.22 -5267.23
4104 -3244.43 1287.84
131328 4055.54 6624.6
4104 1377.23 3085.52
131328 -1254.73 5740.65
4104 -3893.32 390.66
131328 2529.33 685.3
131328 5065.28 3274.23
4104 -175.46 1800.99
131328 -3754.27 1824.16
4104 -2734.59 1175.28
131328 801.18 6243.87
4104 -5310.27 4744.15
4104 443.63 940.22
131328 -2198.27 5813.49
131328 -2800.8 4956.03
4104 1281.22 4075.4
131328 1757.95 12914.82
4104 589.29 701.86
4104 -3555.63 -4773.95
4104 -2873.64 3174.91
131328 -2032.73 6952.35
131328 1350.74 8309.71
4104 -5028.87 854.15
131328 59.59 5714.17
4104 -3671.5 625.71
4104 -4697.8 -979.95
131328 4168.1 5257.3
131328 2771.01 6786.82
4104 -6833.17 2615.41
131328 -1890.38 158.91
131328 -1092.51 3684.74
4104 -3764.2 2602.16
4104 -4492.54 -400.59
131328 2823.98 9339.32
4104 -5892.94 -347.62
4104 -3492.73 519.77
131328 4370.05 2079.08
131328 -1751.33 6094.89
