frq I Q Mdiv Ref dac Kdiv
4104.00 102220.00 41037.00 1082130432 32768 128 32
131328.00 45067.00 -288284.00 1082130432 32768 128 1
4104.00 97358.00 51719.00 1082130432 32768 128 32
131328.00 41667.00 -298344.00 1082130432 32768 128 1
4104.00 100632.00 44605.00 1082130432 32768 128 32
131328.00 42933.00 -302134.00 1082130432 32768 128 1
4104.00 99375.00 46735.00 1082130432 32768 128 32
131328.00 38905.00 -304197.00 1082130432 32768 128 1
4104.00 101159.00 46351.00 1082130432 32768 128 32
131328.00 45824.00 -293817.00 1082130432 32768 128 1
4104.00 103503.00 45830.00 1082130432 32768 128 32
131328.00 39453.00 -296394.00 1082130432 32768 128 1
4104.00 104645.00 58637.00 1082130432 32768 128 32
131328.00 44761.00 -294871.00 1082130432 32768 128 1
4104.00 109169.00 65377.00 1082130432 32768 128 32
131328.00 45819.00 -302582.00 1082130432 32768 128 1
4104.00 103627.00 48063.00 1082130432 32768 128 32
131328.00 38306.00 -300542.00 1082130432 32768 128 1
4104.00 95296.00 34250.00 1082130432 32768 128 32
131328.00 42725.00 -297930.00 1082130432 32768 128 1
4104.00 105169.00 55315.00 1082130432 32768 128 32
131328.00 41087.00 -292747.00 1082130432 32768 128 1
4104.00 107085.00 52061.00 1082130432 32768 128 32
131328.00 41514.00 -301304.00 1082130432 32768 128 1
4104.00 116076.00 49259.00 1082130432 32768 128 32
131328.00 41103.00 -298656.00 1082130432 32768 128 1
4104.00 100764.00 45395.00 1082130432 32768 128 32
131328.00 40608.00 -298854.00 1082130432 32768 128 1
4104.00 101904.00 45116.00 1082130432 32768 128 32
131328.00 41460.00 -292136.00 1082130432 32768 128 1
4104.00 104114.00 57646.00 1082130432 32768 128 32
131328.00 48338.00 -294476.00 1082130432 32768 128 1
4104.00 101069.00 45650.00 1082130432 32768 128 32
131328.00 44000.00 -297153.00 1082130432 32768 128 1
4104.00 101221.00 44289.00 1082130432 32768 128 32
131328.00 44798.00 -282307.00 1082130432 32768 128 1
4104.00 96742.00 39401.00 1082130432 32768 128 32
131328.00 44440.00 -304201.00 1082130432 32768 128 1
4104.00 108955.00 46275.00 1082130432 32768 128 32
131328.00 44768.00 -290627.00 1082130432 32768 128 1
4104.00 110326.00 59317.00 1082130432 32768 128 32
131328.00 40184.00 -296704.00 1082130432 32768 128 1
4104.00 110933.00 58368.00 1082130432 32768 128 32
131328.00 40911.00 -302188.00 1082130432 32768 128 1
4104.00 101061.00 43219.00 1082130432 32768 128 32
131328.00 40974.00 -294572.00 1082130432 32768 128 1
4104.00 101725.00 53760.00 1082130432 32768 128 32
131328.00 37737.00 -303425.00 1082130432 32768 128 1
4104.00 101317.00 50959.00 1082130432 32768 128 32
131328.00 48797.00 -291807.00 1082130432 32768 128 1
4104.00 107047.00 46707.00 1082130432 32768 128 32
131328.00 44198.00 -300250.00 1082130432 32768 128 1
4104.00 106166.00 45835.00 1082130432 32768 128 32
131328.00 39196.00 -307062.00 1082130432 32768 128 1
4104.00 105812.00 52742.00 1082130432 32768 128 32
131328.00 42612.00 -292419.00 1082130432 32768 128 1
4104.00 105230.00 50762.00 1082130432 32768 128 32
131328.00 40395.00 -296707.00 1082130432 32768 128 1
4104.00 96711.00 48834.00 1082130432 32768 128 32
131328.00 42120.00 -300198.00 1082130432 32768 128 1
4104.00 104408.00 45757.00 1082130432 32768 128 32
131328.00 42930.00 -295065.00 1082130432 32768 128 1
4104.00 109265.00 43126.00 1082130432 32768 128 32
131328.00 39936.00 -302706.00 1082130432 32768 128 1
4104.00 99627.00 47462.00 1082130432 32768 128 32
131328.00 38186.00 -296880.00 1082130432 32768 128 1
4104.00 98719.00 41153.00 1082130432 32768 128 32
131328.00 43342.00 -298195.00 1082130432 32768 128 1
4104.00 108854.00 52561.00 1082130432 32768 128 32
131328.00 41395.00 -291622.00 1082130432 32768 128 1
4104.00 102508.00 45489.00 1082130432 32768 128 32
131328.00 43395.00 -298975.00 1082130432 32768 128 1
4104.00 102077.00 48996.00 1082130432 32768 128 32
131328.00 36157.00 -298246.00 1082130432 32768 128 1
4104.00 110683.00 52088.00 1082130432 32768 128 32
131328.00 41363.00 -293002.00 1082130432 32768 128 1
4104.00 108390.00 42860.00 1082130432 32768 128 32
131328.00 41711.00 -298710.00 1082130432 32768 128 1
4104.00 105495.00 50942.00 1082130432 32768 128 32
131328.00 37195.00 -303824.00 1082130432 32768 128 1
4104.00 104618.00 42765.00 1082130432 32768 128 32
131328.00 42951.00 -297162.00 1082130432 32768 128 1
4104.00 107444.00 55018.00 1082130432 32768 128 32
131328.00 37132.00 -297886.00 1082130432 32768 128 1
4104.00 110294.00 55810.00 1082130432 32768 128 32
131328.00 48466.00 -289468.00 1082130432 32768 128 1
4104.00 108888.00 49051.00 1082130432 32768 128 32
131328.00 44007.00 -299254.00 1082130432 32768 128 1
4104.00 105379.00 51416.00 1082130432 32768 128 32
131328.00 40079.00 -302882.00 1082130432 32768 128 1
4104.00 100300.00 50002.00 1082130432 32768 128 32
131328.00 38522.00 -297881.00 1082130432 32768 128 1
4104.00 104925.00 56399.00 1082130432 32768 128 32
131328.00 45419.00 -290066.00 1082130432 32768 128 1
4104.00 102415.00 42588.00 1082130432 32768 128 32
131328.00 46131.00 -294459.00 1082130432 32768 128 1
4104.00 108141.00 50141.00 1082130432 32768 128 32
131328.00 37757.00 -306179.00 1082130432 32768 128 1
4104.00 104992.00 51524.00 1082130432 32768 128 32
131328.00 41724.00 -299068.00 1082130432 32768 128 1
4104.00 107065.00 53509.00 1082130432 32768 128 32
131328.00 39545.00 -297527.00 1082130432 32768 128 1
4104.00 98576.00 43276.00 1082130432 32768 128 32
131328.00 45534.00 -286604.00 1082130432 32768 128 1
4104.00 106708.00 57209.00 1082130432 32768 128 32
131328.00 43026.00 -301041.00 1082130432 32768 128 1
4104.00 103771.00 46970.00 1082130432 32768 128 32
131328.00 39654.00 -300877.00 1082130432 32768 128 1
4104.00 105393.00 47246.00 1082130432 32768 128 32
131328.00 41536.00 -299814.00 1082130432 32768 128 1
4104.00 110186.00 45445.00 1082130432 32768 128 32
131328.00 41623.00 -297677.00 1082130432 32768 128 1
4104.00 100201.00 45615.00 1082130432 32768 128 32
131328.00 44100.00 -295667.00 1082130432 32768 128 1
4104.00 103869.00 53302.00 1082130432 32768 128 32
131328.00 39924.00 -302970.00 1082130432 32768 128 1
4104.00 105005.00 47688.00 1082130432 32768 128 32
131328.00 39785.00 -303478.00 1082130432 32768 128 1
4104.00 104485.00 51554.00 1082130432 32768 128 32
131328.00 46712.00 -294112.00 1082130432 32768 128 1
4104.00 99538.00 40222.00 1082130432 32768 128 32
131328.00 42161.00 -299177.00 1082130432 32768 128 1
4104.00 99425.00 49423.00 1082130432 32768 128 32
131328.00 41812.00 -303394.00 1082130432 32768 128 1
4104.00 107276.00 49480.00 1082130432 32768 128 32
131328.00 45354.00 -298714.00 1082130432 32768 128 1
4104.00 111053.00 45966.00 1082130432 32768 128 32
131328.00 42513.00 -302331.00 1082130432 32768 128 1
4104.00 97980.00 44077.00 1082130432 32768 128 32
131328.00 43076.00 -293028.00 1082130432 32768 128 1
4104.00 103044.00 58806.00 1082130432 32768 128 32
131328.00 40706.00 -289250.00 1082130432 32768 128 1
4104.00 104725.00 48974.00 1082130432 32768 128 32
131328.00 41094.00 -302850.00 1082130432 32768 128 1
4104.00 108047.00 49227.00 1082130432 32768 128 32
131328.00 38325.00 -302883.00 1082130432 32768 128 1
4104.00 99000.00 48727.00 1082130432 32768 128 32
131328.00 43779.00 -287300.00 1082130432 32768 128 1
4104.00 104385.00 52872.00 1082130432 32768 128 32
131328.00 44789.00 -298072.00 1082130432 32768 128 1
4104.00 107989.00 58273.00 1082130432 32768 128 32
131328.00 41245.00 -301234.00 1082130432 32768 128 1
4104.00 99739.00 45712.00 1082130432 32768 128 32
131328.00 41680.00 -303687.00 1082130432 32768 128 1
4104.00 105313.00 51432.00 1082130432 32768 128 32
131328.00 40773.00 -302846.00 1082130432 32768 128 1
4104.00 103211.00 53651.00 1082130432 32768 128 32
131328.00 44722.00 -290189.00 1082130432 32768 128 1
4104.00 106159.00 52490.00 1082130432 32768 128 32
131328.00 39396.00 -295342.00 1082130432 32768 128 1
4104.00 111272.00 56586.00 1082130432 32768 128 32
131328.00 43872.00 -305513.00 1082130432 32768 128 1
4104.00 105266.00 47797.00 1082130432 32768 128 32
131328.00 38261.00 -302140.00 1082130432 32768 128 1
4104.00 103252.00 35728.00 1082130432 32768 128 32
131328.00 34664.00 -299371.00 1082130432 32768 128 1
4104.00 104760.00 50455.00 1082130432 32768 128 32
131328.00 41729.00 -293967.00 1082130432 32768 128 1
4104.00 102276.00 49254.00 1082130432 32768 128 32
131328.00 44686.00 -295004.00 1082130432 32768 128 1
4104.00 112301.00 58257.00 1082130432 32768 128 32
131328.00 38322.00 -305258.00 1082130432 32768 128 1
4104.00 113836.00 48260.00 1082130432 32768 128 32
131328.00 43720.00 -295106.00 1082130432 32768 128 1
4104.00 106668.00 50763.00 1082130432 32768 128 32
131328.00 49518.00 -290941.00 1082130432 32768 128 1
4104.00 96192.00 44915.00 1082130432 32768 128 32
131328.00 40551.00 -299168.00 1082130432 32768 128 1
4104.00 100508.00 47823.00 1082130432 32768 128 32
131328.00 41605.00 -300777.00 1082130432 32768 128 1
4104.00 101757.00 51200.00 1082130432 32768 128 32
131328.00 42511.00 -286906.00 1082130432 32768 128 1
4104.00 95869.00 45054.00 1082130432 32768 128 32
131328.00 41665.00 -304273.00 1082130432 32768 128 1
4104.00 103208.00 49578.00 1082130432 32768 128 32
131328.00 45299.00 -291292.00 1082130432 32768 128 1
4104.00 96064.00 47585.00 1082130432 32768 128 32
131328.00 46202.00 -299525.00 1082130432 32768 128 1
4104.00 107296.00 60943.00 1082130432 32768 128 32
131328.00 37134.00 -303279.00 1082130432 32768 128 1
4104.00 104424.00 47298.00 1082130432 32768 128 32
131328.00 39617.00 -298692.00 1082130432 32768 128 1
4104.00 101686.00 46971.00 1082130432 32768 128 32
131328.00 43140.00 -296283.00 1082130432 32768 128 1
4104.00 100101.00 44040.00 1082130432 32768 128 32
131328.00 41402.00 -294978.00 1082130432 32768 128 1
4104.00 106044.00 49950.00 1082130432 32768 128 32
131328.00 44422.00 -301410.00 1082130432 32768 128 1
4104.00 97900.00 34571.00 1082130432 32768 128 32
131328.00 46215.00 -300456.00 1082130432 32768 128 1
4104.00 99717.00 43103.00 1082130432 32768 128 32
131328.00 38839.00 -301074.00 1082130432 32768 128 1
4104.00 103678.00 51899.00 1082130432 32768 128 32
131328.00 41741.00 -292911.00 1082130432 32768 128 1
4104.00 99474.00 45420.00 1082130432 32768 128 32
131328.00 41975.00 -296635.00 1082130432 32768 128 1
4104.00 101788.00 49958.00 1082130432 32768 128 32
131328.00 42623.00 -300569.00 1082130432 32768 128 1
4104.00 98622.00 52152.00 1082130432 32768 128 32
131328.00 38725.00 -304109.00 1082130432 32768 128 1
4104.00 91995.00 45239.00 1082130432 32768 128 32
131328.00 42463.00 -295841.00 1082130432 32768 128 1
4104.00 106560.00 42883.00 1082130432 32768 128 32
131328.00 46274.00 -292733.00 1082130432 32768 128 1
4104.00 103762.00 50049.00 1082130432 32768 128 32
131328.00 41114.00 -299902.00 1082130432 32768 128 1
4104.00 107910.00 47155.00 1082130432 32768 128 32
131328.00 39280.00 -308494.00 1082130432 32768 128 1
4104.00 96926.00 48879.00 1082130432 32768 128 32
131328.00 36772.00 -300054.00 1082130432 32768 128 1
4104.00 104986.00 52933.00 1082130432 32768 128 32
131328.00 39596.00 -294717.00 1082130432 32768 128 1
4104.00 105590.00 48749.00 1082130432 32768 128 32
131328.00 44356.00 -295586.00 1082130432 32768 128 1
4104.00 106330.00 59527.00 1082130432 32768 128 32
131328.00 40574.00 -301415.00 1082130432 32768 128 1
4104.00 105365.00 48073.00 1082130432 32768 128 32
131328.00 40620.00 -298781.00 1082130432 32768 128 1
4104.00 101210.00 50720.00 1082130432 32768 128 32
131328.00 33940.00 -296739.00 1082130432 32768 128 1
4104.00 99435.00 54342.00 1082130432 32768 128 32
131328.00 40547.00 -295162.00 1082130432 32768 128 1
4104.00 104493.00 49024.00 1082130432 32768 128 32
131328.00 42234.00 -289515.00 1082130432 32768 128 1
4104.00 109583.00 46108.00 1082130432 32768 128 32
131328.00 43315.00 -303189.00 1082130432 32768 128 1
4104.00 101965.00 54239.00 1082130432 32768 128 32
131328.00 37251.00 -297504.00 1082130432 32768 128 1
4104.00 96985.00 48475.00 1082130432 32768 128 32
131328.00 44497.00 -298665.00 1082130432 32768 128 1
4104.00 96381.00 43559.00 1082130432 32768 128 32
131328.00 38752.00 -298299.00 1082130432 32768 128 1
4104.00 100145.00 46376.00 1082130432 32768 128 32
131328.00 39973.00 -303777.00 1082130432 32768 128 1
4104.00 112764.00 42697.00 1082130432 32768 128 32
131328.00 35196.00 -301242.00 1082130432 32768 128 1
4104.00 99826.00 43952.00 1082130432 32768 128 32
131328.00 41227.00 -296135.00 1082130432 32768 128 1
4104.00 104125.00 49055.00 1082130432 32768 128 32
131328.00 42891.00 -292507.00 1082130432 32768 128 1
4104.00 96854.00 44895.00 1082130432 32768 128 32
131328.00 40953.00 -300784.00 1082130432 32768 128 1
4104.00 107861.00 50538.00 1082130432 32768 128 32
131328.00 37093.00 -305589.00 1082130432 32768 128 1
4104.00 103773.00 47414.00 1082130432 32768 128 32
131328.00 39388.00 -298290.00 1082130432 32768 128 1
4104.00 99712.00 47660.00 1082130432 32768 128 32
131328.00 41992.00 -295494.00 1082130432 32768 128 1
4104.00 110679.00 46512.00 1082130432 32768 128 32
131328.00 37672.00 -293264.00 1082130432 32768 128 1
4104.00 112991.00 46480.00 1082130432 32768 128 32
131328.00 41815.00 -302233.00 1082130432 32768 128 1
4104.00 105245.00 49952.00 1082130432 32768 128 32
131328.00 36917.00 -299437.00 1082130432 32768 128 1
4104.00 102148.00 48396.00 1082130432 32768 128 32
131328.00 33791.00 -298670.00 1082130432 32768 128 1
4104.00 101946.00 50057.00 1082130432 32768 128 32
131328.00 47915.00 -284261.00 1082130432 32768 128 1
4104.00 108133.00 47169.00 1082130432 32768 128 32
131328.00 43751.00 -298778.00 1082130432 32768 128 1
4104.00 103442.00 49951.00 1082130432 32768 128 32
131328.00 40235.00 -302141.00 1082130432 32768 128 1
4104.00 104597.00 52096.00 1082130432 32768 128 32
131328.00 44728.00 -299335.00 1082130432 32768 128 1
4104.00 107908.00 50645.00 1082130432 32768 128 32
131328.00 40082.00 -296616.00 1082130432 32768 128 1
4104.00 100381.00 47384.00 1082130432 32768 128 32
131328.00 47287.00 -294460.00 1082130432 32768 128 1
4104.00 108098.00 56547.00 1082130432 32768 128 32
131328.00 42851.00 -301154.00 1082130432 32768 128 1
4104.00 112155.00 47007.00 1082130432 32768 128 32
131328.00 39659.00 -301619.00 1082130432 32768 128 1
4104.00 96545.00 48246.00 1082130432 32768 128 32
131328.00 35788.00 -303826.00 1082130432 32768 128 1
4104.00 102378.00 29838.00 1082130432 32768 128 32
131328.00 38674.00 -295125.00 1082130432 32768 128 1
4104.00 107907.00 44194.00 1082130432 32768 128 32
131328.00 44457.00 -293757.00 1082130432 32768 128 1
4104.00 109104.00 51245.00 1082130432 32768 128 32
131328.00 40787.00 -302734.00 1082130432 32768 128 1
4104.00 100663.00 55105.00 1082130432 32768 128 32
131328.00 36883.00 -302156.00 1082130432 32768 128 1
4104.00 101882.00 52480.00 1082130432 32768 128 32
131328.00 40131.00 -298459.00 1082130432 32768 128 1
4104.00 99867.00 40394.00 1082130432 32768 128 32
131328.00 45428.00 -298611.00 1082130432 32768 128 1
4104.00 98376.00 47151.00 1082130432 32768 128 32
131328.00 40379.00 -304006.00 1082130432 32768 128 1
4104.00 107714.00 56213.00 1082130432 32768 128 32
131328.00 45018.00 -298911.00 1082130432 32768 128 1
4104.00 99924.00 48342.00 1082130432 32768 128 32
131328.00 44297.00 -289448.00 1082130432 32768 128 1
4104.00 108797.00 51666.00 1082130432 32768 128 32
131328.00 36916.00 -293338.00 1082130432 32768 128 1
4104.00 108121.00 44778.00 1082130432 32768 128 32
131328.00 41169.00 -294947.00 1082130432 32768 128 1
4104.00 101517.00 53070.00 1082130432 32768 128 32
131328.00 40758.00 -298762.00 1082130432 32768 128 1
4104.00 109064.00 50233.00 1082130432 32768 128 32
131328.00 39685.00 -305950.00 1082130432 32768 128 1
4104.00 104529.00 49153.00 1082130432 32768 128 32
131328.00 39181.00 -302606.00 1082130432 32768 128 1
4104.00 101016.00 50582.00 1082130432 32768 128 32
131328.00 41012.00 -296310.00 1082130432 32768 128 1
4104.00 111459.00 57867.00 1082130432 32768 128 32
131328.00 40163.00 -302542.00 1082130432 32768 128 1
4104.00 104794.00 61129.00 1082130432 32768 128 32
131328.00 39164.00 -299339.00 1082130432 32768 128 1
4104.00 103882.00 44117.00 1082130432 32768 128 32
131328.00 40958.00 -298050.00 1082130432 32768 128 1
4104.00 99798.00 45383.00 1082130432 32768 128 32
131328.00 47212.00 -295927.00 1082130432 32768 128 1
4104.00 106128.00 51035.00 1082130432 32768 128 32
131328.00 44087.00 -298421.00 1082130432 32768 128 1
4104.00 110132.00 53517.00 1082130432 32768 128 32
131328.00 37420.00 -303434.00 1082130432 32768 128 1
4104.00 109135.00 54006.00 1082130432 32768 128 32
131328.00 36911.00 -304287.00 1082130432 32768 128 1
4104.00 98527.00 46084.00 1082130432 32768 128 32
131328.00 42518.00 -300313.00 1082130432 32768 128 1
4104.00 105058.00 50096.00 1082130432 32768 128 32
131328.00 45165.00 -291966.00 1082130432 32768 128 1
4104.00 98146.00 48636.00 1082130432 32768 128 32
131328.00 38658.00 -303188.00 1082130432 32768 128 1
4104.00 106460.00 60572.00 1082130432 32768 128 32
131328.00 44110.00 -285891.00 1082130432 32768 128 1
4104.00 106100.00 44303.00 1082130432 32768 128 32
131328.00 42097.00 -297448.00 1082130432 32768 128 1
4104.00 109512.00 50113.00 1082130432 32768 128 32
131328.00 40840.00 -290268.00 1082130432 32768 128 1
4104.00 106891.00 50713.00 1082130432 32768 128 32
131328.00 40323.00 -290547.00 1082130432 32768 128 1
4104.00 102363.00 62417.00 1082130432 32768 128 32
131328.00 42499.00 -302657.00 1082130432 32768 128 1
4104.00 106612.00 54137.00 1082130432 32768 128 32
131328.00 40628.00 -299299.00 1082130432 32768 128 1
4104.00 104430.00 53444.00 1082130432 32768 128 32
131328.00 41045.00 -297304.00 1082130432 32768 128 1
4104.00 102958.00 46035.00 1082130432 32768 128 32
131328.00 41338.00 -291658.00 1082130432 32768 128 1
4104.00 108478.00 56361.00 1082130432 32768 128 32
131328.00 42805.00 -298318.00 1082130432 32768 128 1
4104.00 101570.00 34204.00 1082130432 32768 128 32
131328.00 42451.00 -303598.00 1082130432 32768 128 1
4104.00 101646.00 53039.00 1082130432 32768 128 32
131328.00 39837.00 -295696.00 1082130432 32768 128 1
4104.00 103033.00 47629.00 1082130432 32768 128 32
131328.00 44069.00 -292966.00 1082130432 32768 128 1
4104.00 107156.00 53131.00 1082130432 32768 128 32
