frq I Q
4104.00 510180.00 -83915.00
131328.00 446316.00 -524288.00
4104.00 510504.00 -84465.00
131328.00 446232.00 -523638.00
4104.00 510217.00 -84881.00
131328.00 444448.00 -524025.00
4104.00 510586.00 -84581.00
131328.00 455833.00 -523632.00
4104.00 509361.00 -99498.00
131328.00 451629.00 -523894.00
4104.00 510281.00 -84268.00
131328.00 447712.00 -523825.00
4104.00 510363.00 -84319.00
131328.00 464014.00 -524288.00
4104.00 509999.00 -84493.00
131328.00 444314.00 -524216.00
4104.00 510345.00 -82174.00
131328.00 464947.00 -524288.00
4104.00 509942.00 -84133.00
131328.00 443933.00 -524288.00
4104.00 510537.00 -83841.00
131328.00 446961.00 -524288.00
4104.00 510388.00 -84172.00
131328.00 470190.00 -524288.00
4104.00 509189.00 -89619.00
131328.00 447181.00 -524288.00
4104.00 510276.00 -84557.00
131328.00 461584.00 -524153.00
4104.00 510236.00 -83961.00
131328.00 448956.00 -524288.00
4104.00 510193.00 -84791.00
131328.00 445518.00 -523723.00
4104.00 510228.00 -85118.00
131328.00 451270.00 -524285.00
4104.00 510202.00 -84091.00
131328.00 466521.00 -524288.00
4104.00 509929.00 -84074.00
131328.00 447193.00 -524288.00
4104.00 510569.00 -93999.00
131328.00 457631.00 -524158.00
4104.00 509178.00 -90095.00
131328.00 463040.00 -523517.00
4104.00 509914.00 -80108.00
131328.00 464312.00 -524028.00
4104.00 509883.00 -84889.00
131328.00 446767.00 -524273.00
4104.00 510519.00 -84194.00
131328.00 445130.00 -524273.00
4104.00 510522.00 -84149.00
131328.00 444861.00 -524288.00
4104.00 510560.00 -84089.00
131328.00 463791.00 -523907.00
4104.00 510000.00 -84864.00
131328.00 443680.00 -523880.00
4104.00 510533.00 -84645.00
131328.00 463687.00 -524288.00
4104.00 509360.00 -91747.00
131328.00 458004.00 -523693.00
4104.00 510265.00 -86313.00
131328.00 457858.00 -523805.00
4104.00 510346.00 -84168.00
131328.00 470214.00 -524206.00
4104.00 509833.00 -84035.00
131328.00 444588.00 -524288.00
4104.00 510330.00 -84110.00
131328.00 453458.00 -524288.00
4104.00 510197.00 -84210.00
131328.00 449306.00 -524288.00
4104.00 510428.00 -84877.00
131328.00 446124.00 -524047.00
4104.00 510508.00 -84344.00
131328.00 447056.00 -524288.00
4104.00 509370.00 -88986.00
131328.00 446698.00 -524288.00
4104.00 510204.00 -84838.00
131328.00 465380.00 -523582.00
4104.00 509927.00 -84552.00
131328.00 460555.00 -523695.00
4104.00 510158.00 -84292.00
131328.00 474076.00 -523813.00
4104.00 509772.00 -84738.00
131328.00 479318.00 -524090.00
4104.00 509633.00 -83938.00
131328.00 451961.00 -524288.00
4104.00 510226.00 -84749.00
131328.00 445799.00 -524128.00
4104.00 510546.00 -84332.00
131328.00 449219.00 -524288.00
4104.00 509431.00 -89344.00
131328.00 446396.00 -524288.00
4104.00 510383.00 -85009.00
131328.00 451817.00 -523922.00
4104.00 510113.00 -84436.00
131328.00 454619.00 -524177.00
4104.00 510384.00 -83935.00
