frq,I,Q,I_offset,Q_offset,Z_real,Z_imag,Z_mag,Z_angle
4104,40.27,-23.41,3295.342785087719,-307.35570175438596,159.69218553963472,16.63431721423059,160.55620396486947,5.946761738396826
4104,38.66,-25.29,3293.732785087719,-309.23570175438596,159.83251268418454,16.0063940443614,160.63199171162444,5.718806960754089
4104,38.67,-25.3,3293.7427850877193,-309.24570175438595,159.83397248793,16.003676333033695,160.63317346502518,5.717790527673245
4104,38.54,-25.32,3293.612785087719,-309.26570175438593,159.83112779916334,15.99321253902059,160.62930075447247,5.714177799336441
4104,38.69,-25.31,3293.7627850877193,-309.25570175438594,159.8358165780926,16.0012938464631,160.63477103649296,5.71687943046668
4104,38.63,-25.56,3293.7027850877193,-309.50570175438594,159.8603987927962,15.922959095797154,160.65144795039436,5.688207246172912
4104,38.62,-25.27,3293.692785087719,-309.2157017543859,159.82882450385935,16.011159017502564,160.62879678117875,5.720629243157991
4104,38.5,-25.5,3293.5727850877192,-309.44570175438594,159.84894996540342,15.936918790463409,160.6414398141895,5.693566446081961
4104,38.6,-25.32,3293.672785087719,-309.26570175438593,159.83343351766632,15.995223887563625,160.6317952874198,5.7148097768746124
4104,38.62,-25.29,3293.692785087719,-309.23570175438596,159.83097553851587,16.00505314533271,160.6303286050881,5.7183856864757034
4104,38.62,-25.37,3293.692785087719,-309.31570175438594,159.839579677142,15.980629656653377,160.63645836356247,5.709411887739407
4104,38.67,-25.29,3293.7427850877193,-309.23570175438596,159.83289697060172,16.006729269118594,160.63240748961536,5.718912277960672
4104,38.61,-25.3,3293.6827850877194,-309.24570175438595,159.831666769427,16.001664984490645,160.63067883990598,5.7171586018478955
4104,38.62,-25.34,3293.692785087719,-309.2857017543859,159.8363531251572,15.989788464908145,160.63415924236804,5.7127769820045
4104,38.63,-25.34,3293.7027850877193,-309.2857017543859,159.83673741157438,15.990123689665324,160.63457498928236,5.712882313397078
4104,38.67,-25.31,3293.7427850877193,-309.25570175438594,159.83504800525827,16.000623396948768,160.63393950200623,5.716668788084266
4104,38.66,-25.26,3293.732785087719,-309.2057017543859,159.82928613219974,16.015552852616167,160.6296941374898,5.722172283004712
4104,38.52,-25.5,3293.592785087719,-309.44570175438594,159.84971853823777,15.937589239977768,160.64227111048976,5.693777198197547
4104,38.7,-25.32,3293.772785087719,-309.26570175438593,159.837276381838,15.998576135135352,160.63595288575902,5.715863029153333
4104,38.69,-25.41,3293.7627850877193,-309.35570175438596,159.84657175137522,15.970764485613941,160.64243467690127,5.70566267115614
4104,38.69,-25.21,3293.7627850877193,-309.1557017543859,159.82506140480996,16.03182320731227,160.62711355310407,5.728097259667333
4104,38.62,-25.26,3293.692785087719,-309.2057017543859,159.82774898653108,16.014211953587477,160.62803096158532,5.721751037544974
4104,38.52,-25.35,3293.592785087719,-309.29570175438596,159.83358577831382,15.983383281251506,160.63076817306512,5.710601905292757
4104,38.66,-25.34,3293.732785087719,-309.2857017543859,159.83789027082585,15.991129363936835,160.63582223328248,5.713198304303459
4104,38.66,-25.33,3293.732785087719,-309.2757017543859,159.8368147534976,15.994182300021748,160.63505600581163,5.7143200141935795
4104,38.66,-25.33,3293.732785087719,-309.2757017543859,159.8368147534976,15.994182300021748,160.63505600581163,5.7143200141935795
4104,38.64,-25.32,3293.712785087719,-309.26570175438593,159.834970663335,15.996564786592316,160.63345832024163,5.715231084328694
4104,38.65,-25.41,3293.7227850877193,-309.35570175438596,159.84503460570656,15.96942358658525,160.64077184135823,5.705241288193246
4104,38.62,-25.37,3293.692785087719,-309.31570175438594,159.839579677142,15.980629656653377,160.63645836356247,5.709411887739407
4104,38.71,-25.26,3293.7827850877193,-309.2057017543859,159.8312075642856,16.017228976402052,160.63177311958003,5.722698827562463
4104,38.62,-25.29,3293.692785087719,-309.23570175438596,159.83097553851587,16.00505314533271,160.6303286050881,5.7183856864757034
4104,38.58,-25.41,3293.652785087719,-309.35570175438596,159.8423446007864,15.967077013285035,160.63786190006616,5.704503847016489
4104,38.69,-25.35,3293.7627850877193,-309.29570175438596,159.84011864740566,15.989082102123433,160.6378357538633,5.712392598316069
4104,38.67,-25.27,3293.7427850877193,-309.2157017543859,159.8307459359452,16.01283514128845,160.6308757235132,5.721155810628088
4104,38.67,-25.37,3293.7427850877193,-309.31570175438594,159.84150110922786,15.982305780439262,160.63853701684025,5.7099385752575955
4104,38.71,-25.2,3293.7827850877193,-309.1457017543859,159.824754460316,16.035546592911544,160.6271798072597,5.729429688766097
4104,38.66,-25.38,3293.732785087719,-309.32570175438593,159.84219234013892,15.97891761959717,160.63888775883578,5.708711571764192
4104,38.7,-25.25,3293.772785087719,-309.19570175438594,159.82974776054016,16.01994668772977,160.6305916103019,5.723715305610053
4104,38.56,-25.53,3293.632785087719,-309.4757017543859,159.85448223589123,15.929771330751706,160.6462358897802,5.6908340724639235
4104,38.71,-25.31,3293.7827850877193,-309.25570175438594,159.8365851509269,16.00196429597746,160.63560257315078,5.717090070668308
4104,38.71,-25.27,3293.7827850877193,-309.2157017543859,159.83228308161387,16.01417604031714,160.63253888714894,5.721577054790598
4104,38.54,-25.33,3293.612785087719,-309.2757017543859,159.83220331649161,15.990159602935677,160.6300669897503,5.713056049934734
4104,38.66,-25.3,3293.732785087719,-309.24570175438595,159.8335882015128,16.0033411082765,160.63275769281503,5.717685208065377
4104,38.7,-25.31,3293.772785087719,-309.25570175438594,159.83620086450975,16.001629071220265,160.63518680455047,5.716984750840086
4104,38.67,-25.53,3293.7427850877193,-309.4757017543859,159.8587093864801,15.933458803080612,160.65080789134103,5.691993225266705
4104,38.67,-25.46,3293.7427850877193,-309.4057017543859,159.85118076518222,15.954829355675031,160.64543744467713,5.699843978545072
4104,38.59,-25.36,3293.6627850877194,-309.30570175438595,159.83735130056223,15.982676918466794,160.634444725468,5.7102175632720735
4104,38.61,-25.47,3293.6827850877194,-309.41570175438596,159.8499505640075,15.949765071047054,160.6437104313058,5.698090239591024
4104,38.69,-25.47,3293.7627850877193,-309.41570175438596,159.8530248553448,15.952446869104435,160.6470358161491,5.6989331294110315
4104,38.51,-25.29,3293.5827850877195,-309.23570175438596,159.82674838792704,16.001365673003818,160.625755106891,5.717227137228913
