frq I Q Mdiv Ref dac Kdiv
4104.00 6949.00 5396.00 1082130432 32768 128 32
131328.00 96.00 -16821.00 1082130432 32768 128 1
4104.00 5820.00 8674.00 1082130432 32768 128 32
131328.00 883.00 -16149.00 1082130432 32768 128 1
4104.00 4463.00 4552.00 1082130432 32768 128 32
131328.00 -960.00 -16746.00 1082130432 32768 128 1
4104.00 5342.00 3806.00 1082130432 32768 128 32
131328.00 -1218.00 -16880.00 1082130432 32768 128 1
4104.00 6674.00 4989.00 1082130432 32768 128 32
131328.00 349.00 -17139.00 1082130432 32768 128 1
4104.00 6242.00 4880.00 1082130432 32768 128 32
131328.00 -1303.00 -17508.00 1082130432 32768 128 1
4104.00 4743.00 4180.00 1082130432 32768 128 32
131328.00 -1038.00 -16307.00 1082130432 32768 128 1
4104.00 5737.00 4042.00 1082130432 32768 128 32
131328.00 -558.00 -16983.00 1082130432 32768 128 1
4104.00 5873.00 4744.00 1082130432 32768 128 32
131328.00 -840.00 -17564.00 1082130432 32768 128 1
4104.00 6805.00 5175.00 1082130432 32768 128 32
131328.00 263.00 -16868.00 1082130432 32768 128 1
4104.00 5811.00 4301.00 1082130432 32768 128 32
131328.00 -786.00 -16298.00 1082130432 32768 128 1
4104.00 7261.00 7242.00 1082130432 32768 128 32
131328.00 1177.00 -18304.00 1082130432 32768 128 1
4104.00 2751.00 5940.00 1082130432 32768 128 32
131328.00 -820.00 -16054.00 1082130432 32768 128 1
4104.00 4829.00 8373.00 1082130432 32768 128 32
131328.00 583.00 -17292.00 1082130432 32768 128 1
4104.00 6623.00 7884.00 1082130432 32768 128 32
131328.00 356.00 -18259.00 1082130432 32768 128 1
4104.00 5646.00 4398.00 1082130432 32768 128 32
131328.00 -1376.00 -16269.00 1082130432 32768 128 1
4104.00 6370.00 5463.00 1082130432 32768 128 32
131328.00 434.00 -17817.00 1082130432 32768 128 1
4104.00 6009.00 8562.00 1082130432 32768 128 32
131328.00 785.00 -17878.00 1082130432 32768 128 1
4104.00 5918.00 4229.00 1082130432 32768 128 32
131328.00 -1082.00 -17551.00 1082130432 32768 128 1
4104.00 4568.00 8666.00 1082130432 32768 128 32
131328.00 921.00 -17415.00 1082130432 32768 128 1
4104.00 6394.00 4974.00 1082130432 32768 128 32
131328.00 -338.00 -16643.00 1082130432 32768 128 1
4104.00 7025.00 5636.00 1082130432 32768 128 32
131328.00 -504.00 -16842.00 1082130432 32768 128 1
4104.00 3930.00 7285.00 1082130432 32768 128 32
131328.00 -618.00 -16183.00 1082130432 32768 128 1
4104.00 4761.00 6866.00 1082130432 32768 128 32
131328.00 -675.00 -16582.00 1082130432 32768 128 1
4104.00 4357.00 7440.00 1082130432 32768 128 32
131328.00 774.00 -16771.00 1082130432 32768 128 1
4104.00 5320.00 8559.00 1082130432 32768 128 32
131328.00 434.00 -16734.00 1082130432 32768 128 1
4104.00 5934.00 4507.00 1082130432 32768 128 32
131328.00 -1335.00 -17068.00 1082130432 32768 128 1
4104.00 3813.00 4562.00 1082130432 32768 128 32
131328.00 -983.00 -16227.00 1082130432 32768 128 1
4104.00 5937.00 4809.00 1082130432 32768 128 32
131328.00 -310.00 -18109.00 1082130432 32768 128 1
4104.00 3887.00 5009.00 1082130432 32768 128 32
131328.00 -1462.00 -16650.00 1082130432 32768 128 1
4104.00 7012.00 4944.00 1082130432 32768 128 32
131328.00 168.00 -16723.00 1082130432 32768 128 1
4104.00 6229.00 6042.00 1082130432 32768 128 32
131328.00 -1080.00 -15990.00 1082130432 32768 128 1
4104.00 6065.00 5151.00 1082130432 32768 128 32
131328.00 -27.00 -17104.00 1082130432 32768 128 1
4104.00 6017.00 9053.00 1082130432 32768 128 32
131328.00 888.00 -17820.00 1082130432 32768 128 1
4104.00 7310.00 7910.00 1082130432 32768 128 32
131328.00 -665.00 -17781.00 1082130432 32768 128 1
4104.00 6039.00 4253.00 1082130432 32768 128 32
131328.00 -512.00 -17824.00 1082130432 32768 128 1
4104.00 6434.00 7268.00 1082130432 32768 128 32
131328.00 -616.00 -17345.00 1082130432 32768 128 1
4104.00 5575.00 4538.00 1082130432 32768 128 32
131328.00 -654.00 -17378.00 1082130432 32768 128 1
4104.00 6720.00 4645.00 1082130432 32768 128 32
131328.00 -413.00 -16100.00 1082130432 32768 128 1
4104.00 7341.00 8294.00 1082130432 32768 128 32
131328.00 -835.00 -17951.00 1082130432 32768 128 1
4104.00 6743.00 7239.00 1082130432 32768 128 32
131328.00 -1212.00 -17572.00 1082130432 32768 128 1
4104.00 6339.00 4404.00 1082130432 32768 128 32
131328.00 50.00 -18219.00 1082130432 32768 128 1
4104.00 6810.00 7952.00 1082130432 32768 128 32
131328.00 -989.00 -17398.00 1082130432 32768 128 1
4104.00 6013.00 5762.00 1082130432 32768 128 32
131328.00 -752.00 -16068.00 1082130432 32768 128 1
4104.00 6188.00 4770.00 1082130432 32768 128 32
131328.00 -474.00 -18003.00 1082130432 32768 128 1
4104.00 5488.00 9165.00 1082130432 32768 128 32
131328.00 1337.00 -17477.00 1082130432 32768 128 1
4104.00 4590.00 7033.00 1082130432 32768 128 32
131328.00 38.00 -16650.00 1082130432 32768 128 1
4104.00 7461.00 6103.00 1082130432 32768 128 32
131328.00 -469.00 -15344.00 1082130432 32768 128 1
4104.00 5759.00 8462.00 1082130432 32768 128 32
131328.00 529.00 -17325.00 1082130432 32768 128 1
4104.00 6202.00 5428.00 1082130432 32768 128 32
131328.00 -483.00 -16567.00 1082130432 32768 128 1
4104.00 6265.00 7629.00 1082130432 32768 128 32
131328.00 -712.00 -17533.00 1082130432 32768 128 1
4104.00 5675.00 4074.00 1082130432 32768 128 32
131328.00 -1450.00 -16884.00 1082130432 32768 128 1
4104.00 6209.00 6462.00 1082130432 32768 128 32
131328.00 -155.00 -16940.00 1082130432 32768 128 1
4104.00 4638.00 5605.00 1082130432 32768 128 32
131328.00 -1202.00 -16224.00 1082130432 32768 128 1
4104.00 6858.00 5315.00 1082130432 32768 128 32
131328.00 -888.00 -16283.00 1082130432 32768 128 1
4104.00 6842.00 5500.00 1082130432 32768 128 32
131328.00 -511.00 -16560.00 1082130432 32768 128 1
4104.00 7785.00 7645.00 1082130432 32768 128 32
131328.00 -1251.00 -16941.00 1082130432 32768 128 1
4104.00 7997.00 6965.00 1082130432 32768 128 32
131328.00 -628.00 -17575.00 1082130432 32768 128 1
4104.00 6373.00 4030.00 1082130432 32768 128 32
131328.00 -907.00 -17443.00 1082130432 32768 128 1
4104.00 6281.00 3992.00 1082130432 32768 128 32
131328.00 -297.00 -17466.00 1082130432 32768 128 1
4104.00 6532.00 8846.00 1082130432 32768 128 32
131328.00 1043.00 -17259.00 1082130432 32768 128 1
4104.00 3439.00 6524.00 1082130432 32768 128 32
131328.00 -347.00 -16139.00 1082130432 32768 128 1
4104.00 5855.00 4779.00 1082130432 32768 128 32
131328.00 -932.00 -17156.00 1082130432 32768 128 1
4104.00 6370.00 4147.00 1082130432 32768 128 32
131328.00 -834.00 -17656.00 1082130432 32768 128 1
4104.00 2650.00 6840.00 1082130432 32768 128 32
131328.00 -581.00 -15498.00 1082130432 32768 128 1
4104.00 6176.00 5261.00 1082130432 32768 128 32
131328.00 -474.00 -15668.00 1082130432 32768 128 1
4104.00 7478.00 7857.00 1082130432 32768 128 32
131328.00 -624.00 -18144.00 1082130432 32768 128 1
4104.00 7360.00 5649.00 1082130432 32768 128 32
131328.00 -984.00 -15770.00 1082130432 32768 128 1
4104.00 6493.00 5643.00 1082130432 32768 128 32
131328.00 315.00 -17768.00 1082130432 32768 128 1
4104.00 7107.00 5777.00 1082130432 32768 128 32
131328.00 146.00 -16917.00 1082130432 32768 128 1
4104.00 6685.00 5914.00 1082130432 32768 128 32
131328.00 -216.00 -17756.00 1082130432 32768 128 1
4104.00 6102.00 8222.00 1082130432 32768 128 32
131328.00 798.00 -17001.00 1082130432 32768 128 1
4104.00 6326.00 5759.00 1082130432 32768 128 32
131328.00 -972.00 -16011.00 1082130432 32768 128 1
4104.00 6568.00 5049.00 1082130432 32768 128 32
131328.00 -549.00 -16213.00 1082130432 32768 128 1
4104.00 7200.00 6091.00 1082130432 32768 128 32
131328.00 -920.00 -17755.00 1082130432 32768 128 1
4104.00 7056.00 5052.00 1082130432 32768 128 32
131328.00 -978.00 -16248.00 1082130432 32768 128 1
4104.00 4867.00 8246.00 1082130432 32768 128 32
131328.00 1095.00 -17644.00 1082130432 32768 128 1
4104.00 7306.00 8363.00 1082130432 32768 128 32
131328.00 237.00 -17684.00 1082130432 32768 128 1
4104.00 7246.00 7820.00 1082130432 32768 128 32
131328.00 -567.00 -17591.00 1082130432 32768 128 1
4104.00 6805.00 5758.00 1082130432 32768 128 32
131328.00 445.00 -16607.00 1082130432 32768 128 1
4104.00 5875.00 7901.00 1082130432 32768 128 32
131328.00 915.00 -17874.00 1082130432 32768 128 1
4104.00 6697.00 5636.00 1082130432 32768 128 32
131328.00 -211.00 -16551.00 1082130432 32768 128 1
4104.00 5242.00 8887.00 1082130432 32768 128 32
131328.00 644.00 -17065.00 1082130432 32768 128 1
4104.00 7088.00 6079.00 1082130432 32768 128 32
131328.00 -1006.00 -16760.00 1082130432 32768 128 1
4104.00 5307.00 3286.00 1082130432 32768 128 32
131328.00 -520.00 -17542.00 1082130432 32768 128 1
4104.00 4147.00 8887.00 1082130432 32768 128 32
131328.00 588.00 -16748.00 1082130432 32768 128 1
4104.00 7324.00 6739.00 1082130432 32768 128 32
131328.00 -1339.00 -16310.00 1082130432 32768 128 1
4104.00 4458.00 7698.00 1082130432 32768 128 32
131328.00 -480.00 -16170.00 1082130432 32768 128 1
4104.00 6311.00 5886.00 1082130432 32768 128 32
131328.00 -1180.00 -15784.00 1082130432 32768 128 1
4104.00 6752.00 5642.00 1082130432 32768 128 32
131328.00 36.00 -16126.00 1082130432 32768 128 1
4104.00 6040.00 8582.00 1082130432 32768 128 32
131328.00 546.00 -16871.00 1082130432 32768 128 1
4104.00 7681.00 5586.00 1082130432 32768 128 32
131328.00 -547.00 -16017.00 1082130432 32768 128 1
4104.00 3915.00 6492.00 1082130432 32768 128 32
131328.00 -682.00 -16417.00 1082130432 32768 128 1
4104.00 6369.00 5890.00 1082130432 32768 128 32
131328.00 -437.00 -16875.00 1082130432 32768 128 1
4104.00 7387.00 5557.00 1082130432 32768 128 32
131328.00 147.00 -15824.00 1082130432 32768 128 1
4104.00 4078.00 5638.00 1082130432 32768 128 32
131328.00 -1127.00 -16389.00 1082130432 32768 128 1
4104.00 6306.00 8738.00 1082130432 32768 128 32
131328.00 328.00 -17771.00 1082130432 32768 128 1
4104.00 3097.00 6134.00 1082130432 32768 128 32
131328.00 -705.00 -16190.00 1082130432 32768 128 1
4104.00 7030.00 8193.00 1082130432 32768 128 32
131328.00 -321.00 -17839.00 1082130432 32768 128 1
4104.00 5659.00 7985.00 1082130432 32768 128 32
131328.00 -360.00 -16171.00 1082130432 32768 128 1
4104.00 6353.00 6123.00 1082130432 32768 128 32
131328.00 986.00 -17322.00 1082130432 32768 128 1
4104.00 5370.00 4687.00 1082130432 32768 128 32
131328.00 -600.00 -16908.00 1082130432 32768 128 1
4104.00 6969.00 5035.00 1082130432 32768 128 32
131328.00 654.00 -16825.00 1082130432 32768 128 1
4104.00 7265.00 5173.00 1082130432 32768 128 32
131328.00 463.00 -16946.00 1082130432 32768 128 1
4104.00 7579.00 7716.00 1082130432 32768 128 32
131328.00 -272.00 -18237.00 1082130432 32768 128 1
4104.00 8002.00 6261.00 1082130432 32768 128 32
131328.00 -327.00 -18069.00 1082130432 32768 128 1
4104.00 6709.00 6236.00 1082130432 32768 128 32
131328.00 -1424.00 -16362.00 1082130432 32768 128 1
4104.00 4297.00 6210.00 1082130432 32768 128 32
131328.00 -694.00 -16291.00 1082130432 32768 128 1
4104.00 6224.00 5483.00 1082130432 32768 128 32
131328.00 -3.00 -17726.00 1082130432 32768 128 1
4104.00 5585.00 9033.00 1082130432 32768 128 32
131328.00 1420.00 -17676.00 1082130432 32768 128 1
4104.00 5602.00 4095.00 1082130432 32768 128 32
131328.00 -747.00 -17019.00 1082130432 32768 128 1
4104.00 7340.00 7699.00 1082130432 32768 128 32
131328.00 115.00 -17135.00 1082130432 32768 128 1
4104.00 7144.00 7217.00 1082130432 32768 128 32
131328.00 -749.00 -17434.00 1082130432 32768 128 1
4104.00 6693.00 9041.00 1082130432 32768 128 32
131328.00 632.00 -17875.00 1082130432 32768 128 1
4104.00 6603.00 8613.00 1082130432 32768 128 32
131328.00 741.00 -17818.00 1082130432 32768 128 1
4104.00 6107.00 8904.00 1082130432 32768 128 32
131328.00 209.00 -17097.00 1082130432 32768 128 1
4104.00 6410.00 7787.00 1082130432 32768 128 32
131328.00 -474.00 -17677.00 1082130432 32768 128 1
4104.00 7313.00 8393.00 1082130432 32768 128 32
131328.00 -338.00 -17955.00 1082130432 32768 128 1
4104.00 6906.00 8072.00 1082130432 32768 128 32
131328.00 -598.00 -17863.00 1082130432 32768 128 1
4104.00 6735.00 4692.00 1082130432 32768 128 32
131328.00 -214.00 -17569.00 1082130432 32768 128 1
4104.00 3717.00 7983.00 1082130432 32768 128 32
131328.00 -499.00 -16284.00 1082130432 32768 128 1
4104.00 7090.00 5343.00 1082130432 32768 128 32
131328.00 -1135.00 -16137.00 1082130432 32768 128 1
4104.00 6881.00 8363.00 1082130432 32768 128 32
131328.00 191.00 -17521.00 1082130432 32768 128 1
4104.00 5692.00 8226.00 1082130432 32768 128 32
131328.00 431.00 -17270.00 1082130432 32768 128 1
4104.00 6426.00 6104.00 1082130432 32768 128 32
131328.00 241.00 -16215.00 1082130432 32768 128 1
4104.00 6446.00 4665.00 1082130432 32768 128 32
131328.00 -241.00 -17490.00 1082130432 32768 128 1
4104.00 6132.00 5657.00 1082130432 32768 128 32
131328.00 -584.00 -17167.00 1082130432 32768 128 1
4104.00 4978.00 4368.00 1082130432 32768 128 32
131328.00 -1261.00 -16051.00 1082130432 32768 128 1
4104.00 6453.00 5219.00 1082130432 32768 128 32
131328.00 -386.00 -16566.00 1082130432 32768 128 1
4104.00 3838.00 7646.00 1082130432 32768 128 32
131328.00 -146.00 -16454.00 1082130432 32768 128 1
4104.00 6478.00 4112.00 1082130432 32768 128 32
131328.00 71.00 -16510.00 1082130432 32768 128 1
4104.00 7511.00 7911.00 1082130432 32768 128 32
131328.00 -1398.00 -17621.00 1082130432 32768 128 1
4104.00 6679.00 5696.00 1082130432 32768 128 32
131328.00 -48.00 -16550.00 1082130432 32768 128 1
4104.00 4995.00 4329.00 1082130432 32768 128 32
131328.00 -766.00 -16503.00 1082130432 32768 128 1
4104.00 6674.00 8396.00 1082130432 32768 128 32
131328.00 403.00 -17278.00 1082130432 32768 128 1
4104.00 5848.00 5111.00 1082130432 32768 128 32
131328.00 -1057.00 -17029.00 1082130432 32768 128 1
4104.00 5913.00 7256.00 1082130432 32768 128 32
131328.00 -200.00 -17437.00 1082130432 32768 128 1
4104.00 5994.00 5744.00 1082130432 32768 128 32
131328.00 -910.00 -16552.00 1082130432 32768 128 1
4104.00 5735.00 4396.00 1082130432 32768 128 32
131328.00 -911.00 -17324.00 1082130432 32768 128 1
4104.00 3663.00 6804.00 1082130432 32768 128 32
131328.00 -350.00 -15670.00 1082130432 32768 128 1
4104.00 5829.00 5846.00 1082130432 32768 128 32
131328.00 64.00 -16577.00 1082130432 32768 128 1
4104.00 6479.00 9899.00 1082130432 32768 128 32
131328.00 232.00 -17488.00 1082130432 32768 128 1
4104.00 6348.00 4677.00 1082130432 32768 128 32
131328.00 -341.00 -17396.00 1082130432 32768 128 1
4104.00 5984.00 4486.00 1082130432 32768 128 32
131328.00 -1168.00 -16867.00 1082130432 32768 128 1
4104.00 4359.00 6380.00 1082130432 32768 128 32
131328.00 -440.00 -16464.00 1082130432 32768 128 1
4104.00 5608.00 4578.00 1082130432 32768 128 32
131328.00 -915.00 -17604.00 1082130432 32768 128 1
4104.00 3038.00 6569.00 1082130432 32768 128 32
131328.00 -212.00 -16148.00 1082130432 32768 128 1
4104.00 6764.00 5974.00 1082130432 32768 128 32
131328.00 176.00 -18111.00 1082130432 32768 128 1
4104.00 5492.00 7899.00 1082130432 32768 128 32
131328.00 -153.00 -15717.00 1082130432 32768 128 1
4104.00 7078.00 6861.00 1082130432 32768 128 32
131328.00 -1387.00 -16575.00 1082130432 32768 128 1
4104.00 6552.00 4551.00 1082130432 32768 128 32
131328.00 71.00 -17719.00 1082130432 32768 128 1
4104.00 6523.00 6611.00 1082130432 32768 128 32
131328.00 -448.00 -16562.00 1082130432 32768 128 1
4104.00 6490.00 5673.00 1082130432 32768 128 32
131328.00 -952.00 -16376.00 1082130432 32768 128 1
4104.00 5181.00 8783.00 1082130432 32768 128 32
131328.00 364.00 -16586.00 1082130432 32768 128 1
4104.00 6973.00 6615.00 1082130432 32768 128 32
131328.00 -1149.00 -16619.00 1082130432 32768 128 1
4104.00 6517.00 5769.00 1082130432 32768 128 32
131328.00 -212.00 -18013.00 1082130432 32768 128 1
4104.00 7302.00 6011.00 1082130432 32768 128 32
131328.00 -685.00 -15975.00 1082130432 32768 128 1
4104.00 6049.00 7792.00 1082130432 32768 128 32
131328.00 676.00 -16208.00 1082130432 32768 128 1
4104.00 7233.00 6256.00 1082130432 32768 128 32
131328.00 -934.00 -16279.00 1082130432 32768 128 1
4104.00 6383.00 4619.00 1082130432 32768 128 32
131328.00 -542.00 -17538.00 1082130432 32768 128 1
4104.00 6265.00 7907.00 1082130432 32768 128 32
131328.00 -142.00 -17404.00 1082130432 32768 128 1
4104.00 5052.00 4405.00 1082130432 32768 128 32
131328.00 -1002.00 -16740.00 1082130432 32768 128 1
4104.00 6826.00 5327.00 1082130432 32768 128 32
131328.00 160.00 -17388.00 1082130432 32768 128 1
4104.00 4044.00 6744.00 1082130432 32768 128 32
131328.00 -702.00 -16097.00 1082130432 32768 128 1
4104.00 5275.00 3844.00 1082130432 32768 128 32
131328.00 -1081.00 -17110.00 1082130432 32768 128 1
4104.00 4835.00 8432.00 1082130432 32768 128 32
131328.00 241.00 -17098.00 1082130432 32768 128 1
4104.00 5597.00 4192.00 1082130432 32768 128 32
131328.00 -1193.00 -16739.00 1082130432 32768 128 1
4104.00 4213.00 7280.00 1082130432 32768 128 32
131328.00 28.00 -16276.00 1082130432 32768 128 1
4104.00 6450.00 6017.00 1082130432 32768 128 32
131328.00 -1116.00 -16276.00 1082130432 32768 128 1
4104.00 7349.00 6867.00 1082130432 32768 128 32
131328.00 -1319.00 -16909.00 1082130432 32768 128 1
4104.00 4614.00 4558.00 1082130432 32768 128 32
131328.00 -850.00 -16889.00 1082130432 32768 128 1
4104.00 3055.00 6554.00 1082130432 32768 128 32
131328.00 -479.00 -16215.00 1082130432 32768 128 1
4104.00 7301.00 5133.00 1082130432 32768 128 32
131328.00 269.00 -17012.00 1082130432 32768 128 1
4104.00 6720.00 7380.00 1082130432 32768 128 32
