timestamp,sampleNum,BIOZI,BIOZQ,temperature,RTC,statusCache1,statusCache0,sensor,regAddr,val,I2Caddr,
1760852716774.084500,20,5485.000000,-3814.000000,,,,,,,,,
1760852716805.288600,21,5487.000000,-3813.000000,,,,,,,,,
1760852716836.492900,22,5488.000000,-3813.000000,,,,,,,,,
1760852716867.697300,23,5488.000000,-3813.000000,,,,,,,,,
1760852716898.901400,24,5488.000000,-3812.000000,,,,,,,,,
1760852716930.105500,25,5488.000000,-3811.000000,,,,,,,,,
1760852716961.309800,26,5487.000000,-3811.000000,,,,,,,,,
1760852716992.514200,27,5487.000000,-3811.000000,,,,,,,,,
1760852717023.718300,28,5489.000000,-3811.000000,,,,,,,,,
1760852717054.922400,29,5488.000000,-3812.000000,,,,,,,,,
1760852717086.126700,30,5486.000000,-3813.000000,,,,,,,,,
1760852717117.331100,31,5486.000000,-3812.000000,,,,,,,,,
1760852717148.535200,32,5488.000000,-3812.000000,,,,,,,,,
1760852717179.739300,33,5488.000000,-3813.000000,,,,,,,,,
1760852717210.943600,34,5487.000000,-3812.000000,,,,,,,,,
1760852717242.147900,35,5488.000000,-3809.000000,,,,,,,,,
1760852717273.352100,36,5489.000000,-3810.000000,,,,,,,,,
1760852717304.556200,37,5488.000000,-3811.000000,,,,,,,,,
1760852717335.760500,38,5487.000000,-3810.000000,,,,,,,,,
1760852717366.964800,39,5487.000000,-3810.000000,0.000000,1451,5,0,,,,,
1760852717398.168900,40,5488.000000,-3811.000000,,,,,,,,,
1760852717429.373000,41,5488.000000,-3812.000000,,,,,,,,,
1760852717460.577400,42,5488.000000,-3811.000000,,,,,,,,,
1760852717491.781700,43,5487.000000,-3808.000000,,,,,,,,,
1760852717522.985800,44,5485.000000,-3806.000000,,,,,,,,,
1760852717554.189900,45,5484.000000,-3808.000000,,,,,,,,,
1760852717585.394300,46,5484.000000,-3811.000000,,,,,,,,,
1760852717616.598600,47,5484.000000,-3813.000000,,,,,,,,,
1760852717647.802700,48,5484.000000,-3813.000000,,,,,,,,,
1760852717679.006800,49,5486.000000,-3813.000000,,,,,,,,,
1760852717710.211200,50,5489.000000,-3811.000000,,,,,,,,,
1760852717741.415500,51,5489.000000,-3810.000000,,,,,,,,,
1760852717772.619600,52,5488.000000,-3811.000000,,,,,,,,,
1760852717803.823700,53,5487.000000,-3811.000000,,,,,,,,,
1760852717835.028100,54,5486.000000,-3812.000000,,,,,,,,,
1760852717866.232400,55,5486.000000,-3812.000000,,,,,,,,,
1760852717897.436500,56,5487.000000,-3813.000000,,,,,,,,,
1760852717928.640600,57,5488.000000,-3812.000000,,,,,,,,,
1760852717959.845000,58,5488.000000,-3810.000000,,,,,,,,,
1760852717991.049300,59,5487.000000,-3808.000000,,,,,,,,,
1760852718022.253400,60,5485.000000,-3809.000000,,,,,,,,,
1760852718053.457500,61,5484.000000,-3809.000000,,,,,,,,,
1760852718084.661900,62,5484.000000,-3810.000000,,,,,,,,,
1760852718115.866200,63,5487.000000,-3812.000000,,,,,,,,,
1760852718147.070300,64,5489.000000,-3813.000000,,,,,,,,,
