timestamp,sampleNum,BIOZI,BIOZQ,temperature,RTC,statusCache1,statusCache0,sensor,regAddr,val,I2Caddr,
1761081335268.648700,7,3327.000000,-306.000000,,,,,,,,,
1761081335299.884300,8,3219.000000,-441.000000,,,,,,,,,
1761081335331.119900,9,3242.000000,-413.000000,,,,,,,,,
1761081335362.355200,10,3261.000000,-390.000000,,,,,,,,,
1761081335393.590800,11,3257.000000,-393.000000,,,,,,,,,
1761081335424.826400,12,3254.000000,-397.000000,,,,,,,,,
1761081335456.062000,13,3255.000000,-398.000000,,,,,,,,,
1761081335487.297400,14,3255.000000,-398.000000,,,,,,,,,
1761081335518.533000,15,3252.000000,-397.000000,,,,,,,,,
1761081335549.768600,16,3253.000000,-395.000000,,,,,,,,,
1761081335581.004200,17,3255.000000,-396.000000,,,,,,,,,
1761081335612.239500,18,3254.000000,-398.000000,,,,,,,,,
1761081335643.475100,19,3253.000000,-397.000000,,,,,,,,,
1761081335674.710700,20,3254.000000,-395.000000,,,,,,,,,
1761081335705.946300,21,3254.000000,-396.000000,,,,,,,,,
1761081335737.181600,22,3253.000000,-399.000000,,,,,,,,,
1761081335768.417200,23,3252.000000,-399.000000,,,,,,,,,
1761081335799.652800,24,3251.000000,-397.000000,,,,,,,,,
1761081335830.888400,25,3253.000000,-396.000000,,,,,,,,,
1761081335862.123800,26,3256.000000,-397.000000,,,,,,,,,
1761081335893.359400,27,3258.000000,-397.000000,,,,,,,,,
1761081335924.595000,28,3255.000000,-397.000000,,,,,,,,,
1761081335955.830300,29,3253.000000,-397.000000,,,,,,,,,
1761081335987.065900,30,3251.000000,-398.000000,0.000000,1165,7,0,,,,,
1761081336018.301500,31,3250.000000,-399.000000,,,,,,,,,
1761081336049.537100,32,3251.000000,-399.000000,,,,,,,,,
1761081336080.772500,33,3252.000000,-399.000000,,,,,,,,,
1761081336112.008100,34,3252.000000,-397.000000,,,,,,,,,
1761081336143.243700,35,3251.000000,-398.000000,,,,,,,,,
1761081336174.479200,36,3252.000000,-400.000000,,,,,,,,,
1761081336205.714600,37,3253.000000,-399.000000,,,,,,,,,
1761081336236.950200,38,3254.000000,-397.000000,,,,,,,,,
1761081336268.185800,39,3256.000000,-396.000000,,,,,,,,,
1761081336299.421400,40,3256.000000,-396.000000,,,,,,,,,
1761081336330.656700,41,3254.000000,-398.000000,,,,,,,,,
1761081336361.892300,42,3250.000000,-397.000000,,,,,,,,,
1761081336393.127900,43,3250.000000,-396.000000,,,,,,,,,
1761081336424.363500,44,3253.000000,-398.000000,,,,,,,,,
1761081336455.598900,45,3254.000000,-399.000000,,,,,,,,,
1761081336486.834500,46,3255.000000,-397.000000,,,,,,,,,
1761081336518.070100,47,3257.000000,-395.000000,,,,,,,,,
1761081336549.305700,48,3257.000000,-396.000000,,,,,,,,,
1761081336580.541000,49,3256.000000,-396.000000,,,,,,,,,
