timestamp,sampleNum,BIOZI,BIOZQ,temperature,RTC,statusCache1,statusCache0,sensor,regAddr,val,I2Caddr,
1761081788956.870800,8,5342.000000,-3901.000000,,,,,,,,,
1761081788988.104700,9,5364.000000,-3872.000000,,,,,,,,,
1761081789019.338600,10,5379.000000,-3843.000000,,,,,,,,,
1761081789050.572500,11,5376.000000,-3848.000000,,,,,,,,,
1761081789081.806400,12,5375.000000,-3854.000000,,,,,,,,,
1761081789113.040300,13,5376.000000,-3854.000000,,,,,,,,,
1761081789144.274200,14,5375.000000,-3852.000000,,,,,,,,,
1761081789175.508100,15,5375.000000,-3851.000000,,,,,,,,,
1761081789206.741900,16,5376.000000,-3852.000000,,,,,,,,,
1761081789237.975800,17,5376.000000,-3851.000000,,,,,,,,,
1761081789269.209700,18,5375.000000,-3850.000000,,,,,,,,,
1761081789300.443600,19,5375.000000,-3851.000000,,,,,,,,,
1761081789331.677500,20,5377.000000,-3852.000000,,,,,,,,,
1761081789362.911400,21,5378.000000,-3853.000000,,,,,,,,,
1761081789394.145300,22,5377.000000,-3853.000000,,,,,,,,,
1761081789425.378900,23,5376.000000,-3855.000000,,,,,,,,,
1761081789456.612800,24,5376.000000,-3855.000000,,,,,,,,,
1761081789487.846700,25,5378.000000,-3853.000000,,,,,,,,,
1761081789519.080600,26,5378.000000,-3852.000000,,,,,,,,,
1761081789550.314500,27,5377.000000,-3853.000000,0.000000,1069,7,0,,,,,
1761081789581.548300,28,5377.000000,-3854.000000,,,,,,,,,
1761081789612.782200,29,5377.000000,-3853.000000,,,,,,,,,
1761081789644.016100,30,5375.000000,-3851.000000,,,,,,,,,
1761081789675.250000,31,5373.000000,-3849.000000,,,,,,,,,
1761081789706.483900,32,5373.000000,-3850.000000,,,,,,,,,
1761081789737.717800,33,5375.000000,-3854.000000,,,,,,,,,
1761081789768.951700,34,5375.000000,-3856.000000,,,,,,,,,
1761081789800.185500,35,5376.000000,-3853.000000,,,,,,,,,
1761081789831.419400,36,5376.000000,-3850.000000,,,,,,,,,
1761081789862.653300,37,5375.000000,-3850.000000,,,,,,,,,
1761081789893.887000,38,5375.000000,-3852.000000,,,,,,,,,
1761081789925.120800,39,5373.000000,-3853.000000,,,,,,,,,
1761081789956.354700,40,5373.000000,-3852.000000,,,,,,,,,
1761081789987.588600,41,5374.000000,-3852.000000,,,,,,,,,
1761081790018.822500,42,5375.000000,-3851.000000,,,,,,,,,
1761081790050.056400,43,5376.000000,-3850.000000,,,,,,,,,
