timestamp,sampleNum,BIOZI,BIOZQ,temperature,RTC,statusCache1,statusCache0,sensor,regAddr,val,I2Caddr,
1761081126543.892300,192,5375.000000,-3824.000000,,,,,,,,,
1761081126575.126000,193,5375.000000,-3824.000000,,,,,,,,,
1761081126606.359900,194,5375.000000,-3824.000000,,,,,,,,,
1761081126637.593700,195,5374.000000,-3823.000000,,,,,,,,,
1761081126668.827600,196,5375.000000,-3823.000000,,,,,,,,,
1761081126700.061300,197,5375.000000,-3822.000000,,,,,,,,,
1761081126731.295200,198,5376.000000,-3823.000000,,,,,,,,,
1761081126762.529100,199,5378.000000,-3825.000000,,,,,,,,,
1761081126793.762700,200,5380.000000,-3826.000000,,,,,,,,,
1761081126824.996600,201,5378.000000,-3824.000000,,,,,,,,,
1761081126856.230500,202,5376.000000,-3823.000000,,,,,,,,,
1761081126887.464100,203,5376.000000,-3823.000000,,,,,,,,,
1761081126918.698000,204,5377.000000,-3824.000000,0.000000,6730,7,0,,,,,
1761081126949.931900,205,5375.000000,-3825.000000,,,,,,,,,
1761081126981.165800,206,5373.000000,-3823.000000,,,,,,,,,
1761081127012.399400,207,5375.000000,-3823.000000,,,,,,,,,
1761081127043.633300,208,5378.000000,-3824.000000,,,,,,,,,
1761081127074.867200,209,5378.000000,-3825.000000,,,,,,,,,
1761081127106.100800,210,5376.000000,-3826.000000,,,,,,,,,
1761081127137.334700,211,5374.000000,-3826.000000,,,,,,,,,
1761081127168.568600,212,5374.000000,-3824.000000,,,,,,,,,
1761081127199.802200,213,5376.000000,-3823.000000,,,,,,,,,
1761081127231.036100,214,5377.000000,-3825.000000,,,,,,,,,
1761081127262.270000,215,5375.000000,-3826.000000,,,,,,,,,
1761081127293.503900,216,5375.000000,-3826.000000,,,,,,,,,
1761081127324.737500,217,5376.000000,-3825.000000,,,,,,,,,
1761081127355.971400,218,5377.000000,-3824.000000,,,,,,,,,
1761081127387.205300,219,5375.000000,-3822.000000,,,,,,,,,
1761081127418.439000,220,5374.000000,-3821.000000,,,,,,,,,
1761081127449.672900,221,5374.000000,-3822.000000,,,,,,,,,
1761081127480.906700,222,5374.000000,-3822.000000,,,,,,,,,
1761081127512.140400,223,5374.000000,-3823.000000,,,,,,,,,
1761081127543.374300,224,5374.000000,-3823.000000,,,,,,,,,
1761081127574.608200,225,5374.000000,-3821.000000,,,,,,,,,
1761081127605.842000,226,5375.000000,-3822.000000,,,,,,,,,
1761081127637.075700,227,5378.000000,-3822.000000,,,,,,,,,
1761081127668.309600,228,5380.000000,-3823.000000,,,,,,,,,
1761081127699.543500,229,5380.000000,-3826.000000,,,,,,,,,
1761081127730.777100,230,5379.000000,-3826.000000,,,,,,,,,
1761081127762.011000,231,5377.000000,-3825.000000,,,,,,,,,
1761081127793.244900,232,5377.000000,-3823.000000,,,,,,,,,
1761081127824.478500,233,5379.000000,-3824.000000,,,,,,,,,
1761081127855.712400,234,5378.000000,-3826.000000,0.000000,7689,5,0,,,,,
1761081127886.946300,235,5377.000000,-3825.000000,,,,,,,,,
1761081127918.180200,236,5376.000000,-3823.000000,,,,,,,,,
1761081127949.413800,237,5376.000000,-3824.000000,,,,,,,,,
1761081127980.647700,238,5375.000000,-3825.000000,,,,,,,,,
1761081128011.881600,239,5374.000000,-3825.000000,,,,,,,,,
1761081128043.115200,240,5373.000000,-3826.000000,,,,,,,,,
1761081128074.349100,241,5373.000000,-3827.000000,,,,,,,,,
1761081128105.583000,242,5373.000000,-3825.000000,,,,,,,,,
1761081128136.816900,243,5372.000000,-3824.000000,,,,,,,,,
1761081128168.050500,244,5373.000000,-3823.000000,,,,,,,,,
1761081128199.284400,245,5376.000000,-3822.000000,,,,,,,,,
1761081128230.518300,246,5377.000000,-3823.000000,,,,,,,,,
1761081128261.752000,247,5375.000000,-3824.000000,,,,,,,,,
1761081128292.985800,248,5374.000000,-3823.000000,,,,,,,,,
1761081128324.219700,249,5376.000000,-3823.000000,,,,,,,,,
1761081128355.453400,250,5377.000000,-3823.000000,,,,,,,,,
1761081128386.687300,251,5375.000000,-3823.000000,,,,,,,,,
1761081128417.921100,252,5375.000000,-3821.000000,,,,,,,,,
1761081128449.155000,253,5375.000000,-3821.000000,,,,,,,,,
1761081128480.388700,254,5375.000000,-3821.000000,,,,,,,,,
1761081128511.622600,255,5375.000000,-3823.000000,,,,,,,,,
1761081128542.856400,256,5376.000000,-3824.000000,,,,,,,,,
1761081128574.090100,257,5377.000000,-3823.000000,,,,,,,,,
1761081128605.324000,258,5375.000000,-3822.000000,,,,,,,,,
1761081128636.557900,259,5375.000000,-3822.000000,,,,,,,,,
1761081128667.791500,260,5377.000000,-3824.000000,,,,,,,,,
1761081128699.025400,261,5377.000000,-3825.000000,,,,,,,,,
1761081128730.259300,262,5377.000000,-3825.000000,,,,,,,,,
1761081128761.493200,263,5376.000000,-3825.000000,,,,,,,,,
1761081128792.726800,264,5374.000000,-3824.000000,,,,,,,,,
1761081128823.960700,265,5373.000000,-3824.000000,,,,,,,,,
1761081128855.194600,266,5374.000000,-3825.000000,,,,,,,,,
1761081128886.428200,267,5376.000000,-3823.000000,0.000000,8745,5,0,,,,,
1761081128917.662100,268,5376.000000,-3821.000000,,,,,,,,,
1761081128948.896000,269,5375.000000,-3823.000000,,,,,,,,,
1761081128980.129600,270,5376.000000,-3825.000000,,,,,,,,,
1761081129011.363500,271,5379.000000,-3824.000000,,,,,,,,,
1761081129042.597400,272,5378.000000,-3824.000000,,,,,,,,,
1761081129073.831300,273,5376.000000,-3825.000000,,,,,,,,,
1761081129105.064900,274,5376.000000,-3826.000000,,,,,,,,,
1761081129136.298800,275,5375.000000,-3825.000000,,,,,,,,,
1761081129167.532700,276,5373.000000,-3825.000000,,,,,,,,,
1761081129198.766400,277,5372.000000,-3825.000000,,,,,,,,,
1761081129230.000200,278,5375.000000,-3825.000000,,,,,,,,,
1761081129261.234100,279,5375.000000,-3826.000000,,,,,,,,,
1761081129292.467800,280,5374.000000,-3825.000000,,,,,,,,,
1761081129323.701700,281,5374.000000,-3822.000000,,,,,,,,,
1761081129354.935500,282,5374.000000,-3824.000000,,,,,,,,,
1761081129386.169400,283,5373.000000,-3826.000000,,,,,,,,,
1761081129417.403100,284,5373.000000,-3824.000000,,,,,,,,,
1761081129448.637000,285,5374.000000,-3822.000000,,,,,,,,,
1761081129479.870800,286,5377.000000,-3824.000000,,,,,,,,,
1761081129511.104500,287,5377.000000,-3826.000000,,,,,,,,,
1761081129542.338400,288,5377.000000,-3826.000000,,,,,,,,,
1761081129573.572300,289,5375.000000,-3826.000000,,,,,,,,,
1761081129604.805900,290,5374.000000,-3826.000000,,,,,,,,,
1761081129636.039800,291,5375.000000,-3824.000000,,,,,,,,,
1761081129667.273700,292,5376.000000,-3822.000000,,,,,,,,,
1761081129698.507600,293,5376.000000,-3821.000000,,,,,,,,,
1761081129729.741200,294,5374.000000,-3823.000000,,,,,,,,,
1761081129760.975100,295,5373.000000,-3825.000000,,,,,,,,,
1761081129792.209000,296,5374.000000,-3822.000000,,,,,,,,,
1761081129823.442600,297,5375.000000,-3820.000000,,,,,,,,,
1761081129854.676500,298,5377.000000,-3822.000000,,,,,,,,,
1761081129885.910400,299,5378.000000,-3824.000000,,,,,,,,,
1761081129917.144000,300,5377.000000,-3825.000000,0.000000,9800,5,0,,,,,
1761081129948.377900,301,5376.000000,-3826.000000,,,,,,,,,
1761081129979.611800,302,5375.000000,-3826.000000,,,,,,,,,
1761081130010.845700,303,5375.000000,-3824.000000,,,,,,,,,
1761081130042.079300,304,5375.000000,-3822.000000,,,,,,,,,
1761081130073.313200,305,5374.000000,-3822.000000,,,,,,,,,
1761081130104.547100,306,5373.000000,-3822.000000,,,,,,,,,
1761081130135.780800,307,5375.000000,-3822.000000,,,,,,,,,
1761081130167.014600,308,5376.000000,-3822.000000,,,,,,,,,
1761081130198.248500,309,5377.000000,-3824.000000,,,,,,,,,
1761081130229.482400,310,5377.000000,-3825.000000,,,,,,,,,
1761081130260.716100,311,5375.000000,-3826.000000,,,,,,,,,
1761081130291.950000,312,5375.000000,-3824.000000,,,,,,,,,
1761081130323.183800,313,5377.000000,-3823.000000,,,,,,,,,
1761081130354.417500,314,5378.000000,-3824.000000,,,,,,,,,
1761081130385.651400,315,5376.000000,-3826.000000,,,,,,,,,
1761081130416.885300,316,5373.000000,-3827.000000,,,,,,,,,
1761081130448.118900,317,5372.000000,-3825.000000,,,,,,,,,
1761081130479.352800,318,5373.000000,-3822.000000,,,,,,,,,
1761081130510.586700,319,5374.000000,-3823.000000,,,,,,,,,
1761081130541.820600,320,5373.000000,-3826.000000,,,,,,,,,
1761081130573.054200,321,5372.000000,-3826.000000,,,,,,,,,
1761081130604.288100,322,5372.000000,-3824.000000,,,,,,,,,
1761081130635.522000,323,5374.000000,-3823.000000,,,,,,,,,
1761081130666.755600,324,5374.000000,-3823.000000,,,,,,,,,
1761081130697.989500,325,5373.000000,-3823.000000,,,,,,,,,
1761081130729.223400,326,5373.000000,-3826.000000,,,,,,,,,
1761081130760.457000,327,5375.000000,-3827.000000,,,,,,,,,
1761081130791.690900,328,5376.000000,-3824.000000,,,,,,,,,
1761081130822.924800,329,5376.000000,-3822.000000,,,,,,,,,
1761081130854.158700,330,5374.000000,-3823.000000,0.000000,10760,7,0,,,,,
1761081130885.392300,331,5374.000000,-3823.000000,,,,,,,,,
1761081130916.626200,332,5374.000000,-3822.000000,,,,,,,,,
1761081130947.860100,333,5373.000000,-3821.000000,,,,,,,,,
1761081130979.093700,334,5373.000000,-3820.000000,,,,,,,,,
1761081131010.327600,335,5371.000000,-3823.000000,,,,,,,,,
1761081131041.561500,336,5373.000000,-3825.000000,,,,,,,,,
1761081131072.795200,337,5375.000000,-3824.000000,,,,,,,,,
1761081131104.029100,338,5374.000000,-3823.000000,,,,,,,,,
1761081131135.262900,339,5374.000000,-3822.000000,,,,,,,,,
1761081131166.496800,340,5374.000000,-3822.000000,,,,,,,,,
1761081131197.730500,341,5375.000000,-3825.000000,,,,,,,,,
1761081131228.964400,342,5376.000000,-3827.000000,,,,,,,,,
1761081131260.198200,343,5376.000000,-3827.000000,,,,,,,,,
1761081131291.431900,344,5375.000000,-3827.000000,,,,,,,,,
1761081131322.665800,345,5375.000000,-3825.000000,,,,,,,,,
1761081131353.899700,346,5376.000000,-3823.000000,,,,,,,,,
1761081131385.133300,347,5376.000000,-3823.000000,,,,,,,,,
1761081131416.367200,348,5377.000000,-3824.000000,,,,,,,,,
1761081131447.601100,349,5378.000000,-3824.000000,,,,,,,,,
1761081131478.835000,350,5378.000000,-3823.000000,,,,,,,,,
1761081131510.068600,351,5376.000000,-3824.000000,,,,,,,,,
1761081131541.302500,352,5374.000000,-3825.000000,,,,,,,,,
1761081131572.536400,353,5373.000000,-3826.000000,,,,,,,,,
1761081131603.770000,354,5374.000000,-3824.000000,,,,,,,,,
1761081131635.003900,355,5376.000000,-3822.000000,,,,,,,,,
1761081131666.237800,356,5376.000000,-3823.000000,,,,,,,,,
1761081131697.471400,357,5377.000000,-3825.000000,,,,,,,,,
1761081131728.705300,358,5377.000000,-3823.000000,,,,,,,,,
1761081131759.939200,359,5376.000000,-3821.000000,,,,,,,,,
1761081131791.173100,360,5375.000000,-3821.000000,,,,,,,,,
1761081131822.406700,361,5377.000000,-3823.000000,,,,,,,,,
1761081131853.640600,362,5376.000000,-3824.000000,,,,,,,,,
1761081131884.874500,363,5374.000000,-3825.000000,0.000000,11815,5,0,,,,,
1761081131916.108200,364,5374.000000,-3826.000000,,,,,,,,,
1761081131947.342000,365,5375.000000,-3826.000000,,,,,,,,,
1761081131978.575900,366,5375.000000,-3826.000000,,,,,,,,,
1761081132009.809800,367,5375.000000,-3825.000000,,,,,,,,,
1761081132041.043500,368,5375.000000,-3824.000000,,,,,,,,,
1761081132072.277300,369,5376.000000,-3825.000000,,,,,,,,,
1761081132103.511200,370,5377.000000,-3826.000000,,,,,,,,,
1761081132134.744900,371,5375.000000,-3824.000000,,,,,,,,,
1761081132165.978800,372,5374.000000,-3821.000000,,,,,,,,,
1761081132197.212600,373,5374.000000,-3821.000000,,,,,,,,,
1761081132228.446300,374,5376.000000,-3823.000000,,,,,,,,,
1761081132259.680200,375,5378.000000,-3825.000000,,,,,,,,,
1761081132290.914100,376,5376.000000,-3826.000000,,,,,,,,,
1761081132322.147900,377,5373.000000,-3827.000000,,,,,,,,,
1761081132353.381600,378,5372.000000,-3827.000000,,,,,,,,,
1761081132384.615500,379,5373.000000,-3824.000000,,,,,,,,,
1761081132415.849400,380,5377.000000,-3821.000000,,,,,,,,,
1761081132447.083000,381,5379.000000,-3820.000000,,,,,,,,,
1761081132478.316900,382,5376.000000,-3823.000000,,,,,,,,,
1761081132509.550800,383,5374.000000,-3823.000000,,,,,,,,,
1761081132540.784400,384,5375.000000,-3823.000000,,,,,,,,,
1761081132572.018300,385,5375.000000,-3826.000000,,,,,,,,,
1761081132603.252200,386,5375.000000,-3827.000000,,,,,,,,,
1761081132634.486100,387,5377.000000,-3825.000000,,,,,,,,,
1761081132665.719700,388,5377.000000,-3824.000000,,,,,,,,,
1761081132696.953600,389,5376.000000,-3824.000000,,,,,,,,,
1761081132728.187500,390,5374.000000,-3824.000000,,,,,,,,,
1761081132759.421100,391,5372.000000,-3824.000000,,,,,,,,,
1761081132790.655000,392,5374.000000,-3825.000000,,,,,,,,,
1761081132821.888900,393,5375.000000,-3826.000000,,,,,,,,,
1761081132853.122600,394,5374.000000,-3825.000000,,,,,,,,,
1761081132884.356400,395,5374.000000,-3823.000000,,,,,,,,,
1761081132915.590300,396,5375.000000,-3822.000000,0.000000,12871,7,0,,,,,
1761081132946.824200,397,5377.000000,-3822.000000,,,,,,,,,
1761081132978.057900,398,5377.000000,-3823.000000,,,,,,,,,
1761081133009.291700,399,5375.000000,-3825.000000,,,,,,,,,
1761081133040.525600,400,5375.000000,-3826.000000,,,,,,,,,
1761081133071.759300,401,5376.000000,-3824.000000,,,,,,,,,
1761081133102.993200,402,5377.000000,-3823.000000,,,,,,,,,
1761081133134.227100,403,5378.000000,-3824.000000,,,,,,,,,
1761081133165.460700,404,5376.000000,-3826.000000,,,,,,,,,
1761081133196.694600,405,5374.000000,-3825.000000,,,,,,,,,
1761081133227.928500,406,5375.000000,-3825.000000,,,,,,,,,
1761081133259.162400,407,5375.000000,-3826.000000,,,,,,,,,
1761081133290.396000,408,5375.000000,-3826.000000,,,,,,,,,
1761081133321.629900,409,5374.000000,-3824.000000,,,,,,,,,
1761081133352.863800,410,5375.000000,-3823.000000,,,,,,,,,
1761081133384.097400,411,5377.000000,-3822.000000,,,,,,,,,
1761081133415.331300,412,5377.000000,-3822.000000,,,,,,,,,
1761081133446.565200,413,5375.000000,-3823.000000,,,,,,,,,
1761081133477.798800,414,5375.000000,-3823.000000,,,,,,,,,
1761081133509.032700,415,5375.000000,-3824.000000,,,,,,,,,
1761081133540.266600,416,5375.000000,-3825.000000,,,,,,,,,
1761081133571.500500,417,5376.000000,-3824.000000,,,,,,,,,
1761081133602.734100,418,5376.000000,-3822.000000,,,,,,,,,
1761081133633.968000,419,5375.000000,-3821.000000,,,,,,,,,
1761081133665.201900,420,5376.000000,-3822.000000,,,,,,,,,
1761081133696.435500,421,5376.000000,-3825.000000,,,,,,,,,
1761081133727.669400,422,5374.000000,-3827.000000,,,,,,,,,
1761081133758.903300,423,5374.000000,-3826.000000,,,,,,,,,
1761081133790.137200,424,5376.000000,-3825.000000,,,,,,,,,
