I,Q
30.593422969819315,-40.899938765768205
30.60983966354809,-40.898778128489106
30.616638671360455,-40.90158853246626
30.616638671360455,-40.90158853246626
30.619457349464497,-40.894807087232856
30.622276027568535,-40.88802564199944
30.61547701975617,-40.88521523802228
30.61547701975617,-40.88521523802228
30.62907503538091,-40.8908360459766
30.619457349464497,-40.894807087232856
30.60304065573572,-40.89596772451195
30.605859333839764,-40.88918627927854
30.619457349464497,-40.894807087232856
30.616638671360455,-40.90158853246626
30.61265834165213,-40.8919966832557
30.627913383776622,-40.87446275153262
30.631893713484956,-40.884054600743184
30.622276027568535,-40.88802564199944
30.618295697860216,-40.87843379278887
30.618295697860216,-40.87843379278887
30.622276027568535,-40.88802564199944
30.619457349464497,-40.894807087232856
30.622276027568535,-40.88802564199944
30.623933054068296,-40.864870902322046
30.61597239465165,-40.845687203900894
30.603536030631194,-40.85643969039056
30.59507999631907,-40.8767840260908
30.58944264011099,-40.890346916557625
30.58944264011099,-40.890346916557625
30.60304065573572,-40.89596772451195
30.62907503538091,-40.8908360459766
30.631893713484956,-40.884054600743184
30.622276027568535,-40.88802564199944
30.61547701975617,-40.88521523802228
30.605859333839764,-40.88918627927854
30.605859333839764,-40.88918627927854
30.60983966354809,-40.898778128489106
30.619457349464497,-40.894807087232856
30.62509470567258,-40.881244196766026
30.623933054068296,-40.864870902322046
30.60751636033952,-40.86603153960113
30.600717352527155,-40.863221135623974
30.597898674423114,-40.87000258085738
30.61265834165213,-40.8919966832557
30.623437679172827,-40.90439893644343
30.62907503538091,-40.8908360459766
30.618295697860216,-40.87843379278887
30.605859333839764,-40.88918627927854
30.60983966354809,-40.898778128489106
30.61547701975617,-40.88521523802228
30.622276027568535,-40.88802564199944
30.619457349464497,-40.894807087232856
30.60983966354809,-40.898778128489106
30.60702098544405,-40.90555957372252
30.61265834165213,-40.8919966832557
30.611496690047847,-40.875623388811704
30.611496690047847,-40.875623388811704
30.6086780119438,-40.88240483404512
30.59507999631907,-40.8767840260908
30.59507999631907,-40.8767840260908
30.621114375964257,-40.871652347555454
30.637531069693036,-40.87049171027636
30.621114375964257,-40.871652347555454
30.59507999631907,-40.8767840260908
30.58546231040266,-40.88075506734705
30.60469768223548,-40.872812984834546
30.61033503844356,-40.85925009436773
30.61431536815189,-40.86884194357829
30.61431536815189,-40.86884194357829
30.627913383776622,-40.87446275153262
30.631893713484956,-40.884054600743184
30.622276027568535,-40.88802564199944
30.61547701975617,-40.88521523802228
30.62509470567258,-40.881244196766026
30.622276027568535,-40.88802564199944
30.61547701975617,-40.88521523802228
30.62675173217234,-40.858089457088624
30.637531069693036,-40.87049171027636
30.62509470567258,-40.881244196766026
30.61265834165213,-40.8919966832557
30.601879004131437,-40.87959443006796
30.588280988506703,-40.87397362211364
30.58546231040266,-40.88075506734705
30.596241647923357,-40.89315732053479
30.6086780119438,-40.88240483404512
30.622276027568535,-40.88802564199944
30.619457349464497,-40.894807087232856
30.61265834165213,-40.8919966832557
30.599060326027395,-40.886375875301376
30.601879004131437,-40.87959443006796
30.611496690047847,-40.875623388811704
30.61431536815189,-40.86884194357829
30.611496690047847,-40.875623388811704
30.605859333839764,-40.88918627927854
30.60983966354809,-40.898778128489106
30.62625635727687,-40.89761749121002
30.616638671360455,-40.90158853246626
30.616638671360455,-40.90158853246626
30.62907503538091,-40.8908360459766
30.62509470567258,-40.881244196766026
30.61547701975617,-40.88521523802228
30.619457349464497,-40.894807087232856
30.630236686985196,-40.90720934042059
30.623437679172827,-40.90439893644343
30.62907503538091,-40.8908360459766
30.62907503538091,-40.8908360459766
30.619457349464497,-40.894807087232856
30.60983966354809,-40.898778128489106
30.600221977631684,-40.90274916974536
30.60702098544405,-40.90555957372252
30.616638671360455,-40.90158853246626
30.61265834165213,-40.8919966832557
30.59507999631907,-40.8767840260908
30.581481980694335,-40.87116321813648
30.58546231040266,-40.88075506734705
30.58944264011099,-40.890346916557625
30.587785613611228,-40.91350165623503
30.60138362923596,-40.91912246418934
30.616638671360455,-40.90158853246626
30.605859333839764,-40.88918627927854
30.596241647923357,-40.89315732053479
30.60983966354809,-40.898778128489106
30.616638671360455,-40.90158853246626
30.622276027568535,-40.88802564199944
30.61431536815189,-40.86884194357829
30.60469768223548,-40.872812984834546
30.601879004131437,-40.87959443006796
30.59226131821503,-40.88356547132422
30.596241647923357,-40.89315732053479
30.605859333839764,-40.88918627927854
30.59226131821503,-40.88356547132422
30.57302594638221,-40.89150755383672
30.580986605798863,-40.91069125225787
30.60983966354809,-40.898778128489106
30.622276027568535,-40.88802564199944
30.61265834165213,-40.8919966832557
30.60304065573572,-40.89596772451195
30.596241647923357,-40.89315732053479
30.593422969819315,-40.899938765768205
30.583805283902908,-40.903909807024455
30.58546231040266,-40.88075506734705
30.611496690047847,-40.875623388811704
30.63869272129732,-40.88686500472035
30.630236686985196,-40.90720934042059
30.617800322964747,-40.917961826910265
30.593422969819315,-40.899938765768205
30.59226131821503,-40.88356547132422
30.597898674423114,-40.87000258085738
30.597898674423114,-40.87000258085738
30.60469768223548,-40.872812984834546
30.611496690047847,-40.875623388811704
30.618295697860216,-40.87843379278887
30.611496690047847,-40.875623388811704
30.60469768223548,-40.872812984834546
30.61547701975617,-40.88521523802228
30.62907503538091,-40.8908360459766
30.623437679172827,-40.90439893644343
30.60983966354809,-40.898778128489106
30.601879004131437,-40.87959443006796
30.611496690047847,-40.875623388811704
30.6086780119438,-40.88240483404512
30.599060326027395,-40.886375875301376
30.61265834165213,-40.8919966832557
30.61265834165213,-40.8919966832557
30.599060326027395,-40.886375875301376
30.605859333839764,-40.88918627927854
30.62907503538091,-40.8908360459766
30.63869272129732,-40.88686500472035
30.62509470567258,-40.881244196766026
