frq,I,Q,Mdiv,Ref,dac,Kdiv,I_offset,Q_offset,Z_real,Z_imag,Z_mag,Z_angle
4104.0,5781.0,4806.0,1082130432,32768,128,32,6655.231292517006,4763.319727891157,139.38751753604816,-38.9907322862676,144.7382369972825,-15.627847648149759
4104.0,6254.0,4175.0,1082130432,32768,128,32,7128.231292517006,4132.319727891157,135.96016518398892,-52.43613174053456,145.7213588626192,-21.090268207607753
4104.0,7003.0,5401.0,1082130432,32768,128,32,7877.231292517006,5358.319727891157,161.13563034841417,-49.2284897127403,168.48779055818304,-16.98841755998338
4104.0,6007.0,6315.0,1082130432,32768,128,32,6881.231292517006,6272.319727891157,162.64931182920196,-25.48211420670438,164.63334043551598,-8.904095598224691
4104.0,6828.0,5937.0,1082130432,32768,128,32,7702.231292517006,5894.319727891157,166.5645038233568,-40.923087047962184,171.51802525523703,-13.8035428337742
4104.0,6366.0,5268.0,1082130432,32768,128,32,7240.231292517006,5225.319727891157,152.23529273281247,-41.94132565867257,157.90712191491534,-15.403057342126298
4104.0,5017.0,6878.0,1082130432,32768,128,32,5891.231292517006,6835.319727891157,159.40235661548826,-5.682548727657277,159.50361329641876,-2.041677717065863
4104.0,4774.0,7470.0,1082130432,32768,128,32,5648.231292517006,7427.319727891157,164.84653363416595,4.173613130859948,164.8993593006543,1.4503146478211904
4104.0,6561.0,5100.0,1082130432,32768,128,32,7435.231292517006,5057.319727891157,152.0894748689297,-46.469956459360475,159.03039086678262,-16.990193605737993
4104.0,5366.0,4188.0,1082130432,32768,128,32,6240.231292517006,4145.319727891157,126.28143828262262,-40.093190919405615,132.4932662923959,-17.61416282219173
4104.0,6412.0,7353.0,1082130432,32768,128,32,7286.231292517006,7310.319727891157,181.4205694760637,-19.618227205493596,182.47821203558965,-6.171796079935135
4104.0,6714.0,7492.0,1082130432,32768,128,32,7588.231292517006,7449.319727891157,186.68465482432816,-22.236925559682803,188.0043648568443,-6.7927760640748
4104.0,7301.0,6526.0,1082130432,32768,128,32,8175.231292517006,6483.319727891157,179.91559776722244,-40.93674238609704,184.51406232892563,-12.818447376158618
4104.0,7529.0,8092.0,1082130432,32768,128,32,8403.231292517006,8049.319727891157,203.9835046831033,-26.82805266836587,205.74016280925375,-7.492576901432881
4104.0,6921.0,5626.0,1082130432,32768,128,32,7795.231292517006,5583.319727891157,163.31975003804797,-45.62476423374795,169.57287478802604,-15.608158908347377
4104.0,5745.0,8184.0,1082130432,32768,128,32,6619.231292517006,8141.319727891157,185.44493089028379,-1.3056274393183571,185.44952697678264,-0.40338501320239273
4104.0,7290.0,6107.0,1082130432,32768,128,32,8164.231292517006,6064.319727891157,174.03105532237123,-45.39865197327633,179.85506892386687,-14.62064164093341
4104.0,6861.0,8075.0,1082130432,32768,128,32,7735.231292517006,8032.319727891157,196.33436983554145,-17.83787749436496,197.14303095017874,-5.191331474597589
4104.0,4707.0,7703.0,1082130432,32768,128,32,5581.231292517006,7660.319727891157,167.3071879769242,7.659337652900746,167.48241878485933,2.621175636335782
4104.0,6731.0,5573.0,1082130432,32768,128,32,7605.231292517006,5530.319727891157,160.48169763205266,-43.59795350666811,166.29839694006424,-15.198683793396437
